trial,universe,n_assets,method,mean_base,mean_rep,vol_base,vol_rep,sharpe_base,sharpe_rep,es95_base,es95_rep
18,sp500,18,hrp,0.0005799078601996844,0.0003943373173828128,0.012406703644928149,0.011500174178757618,0.7419982093537927,0.5443318291966854,-0.025272498800774455,-0.023391277509416854
18,sp500,18,schur,0.0007631458569800731,0.0006225357587890624,0.01291961292413635,0.01191749920170364,0.9376879153398529,0.8292384696440162,-0.026432329569396444,-0.02471012034388951
19,reit,23,hrp,0.001253004752019937,0.0010032112461236921,0.00931180783290767,0.008605947163652438,2.136087229191716,1.8505208683479863,-0.01938998587873054,-0.01872442154293654
19,reit,23,schur,0.0011775415861036878,0.0009182588033569833,0.00904471784880986,0.008568564177119412,2.066719325474718,1.7012076114449461,-0.019096579136330234,-0.018904145499507554
20,sp500,14,hrp,0.0016169479484223653,0.0015779393271484377,0.008420266448976109,0.008088069227517728,3.0483896302225992,3.097032129284558,-0.015045617333725761,-0.014716515337262833
20,sp500,14,schur,0.0016532446758397376,0.0016183052050781255,0.00869584950693943,0.009105695989144146,3.0180427559996,2.8212888656568493,-0.0147377497207335,-0.01570744161551339
21,reit,25,hrp,0.0008409010171264059,0.0005247020381969841,0.00808517265474705,0.007514911808318507,1.6510333645613466,1.108381155404582,-0.015854348920595156,-0.014329666525060594
21,reit,25,schur,0.0008844062757435324,0.0004946740692226684,0.008049254475842352,0.007369104422190679,1.7442005869623083,1.0656257468039436,-0.015572631548055979,-0.014306941677781381
22,sp500,33,hrp,0.0014911111519203977,0.001285316385253906,0.011782289251334689,0.011440159754187626,2.009003106772069,1.783520991570176,-0.029639371353306097,-0.02891905860246931
22,sp500,33,schur,0.0014451408467605962,0.0012480929956054686,0.011418086641402302,0.011063845522882457,2.0091719795464416,1.79077537152384,-0.029130299886562856,-0.027900877362932477
23,sp500,32,hrp,0.0014709171210583814,0.0013171307109375002,0.010901594949654227,0.010390004497547158,2.141896256179102,2.0123958403265423,-0.024928450513033107,-0.024678317121233258
23,sp500,32,schur,0.001277719503037117,0.001021661771484375,0.010621061021616793,0.010140837349599177,1.9097120580248668,1.5993134757118637,-0.024934743750767294,-0.02458466209193638
24,reit,23,hrp,0.0012537761019741434,0.0014306602527840069,0.007797014339956138,0.007790350625634274,2.5526538397503082,2.9152766708877915,-0.017519688611322196,-0.015756194083719022
24,reit,23,schur,0.0014501157294971817,0.0017501994177998575,0.008290047207561524,0.010228556787703331,2.7768085004483956,2.7162731754113985,-0.01718985092805728,-0.019340210174638457
25,reit,18,hrp,1.552217095513625e-05,-0.00027579782715615974,0.008024634223983139,0.00779613208130382,0.030706299882714803,-0.5615803748659489,-0.01770736278135099,-0.017616536019543546
25,reit,18,schur,1.1174782853749731e-05,-0.00018834129671607501,0.008202448260682327,0.007786358678589045,0.02162697924805515,-0.3839824903656692,-0.017917522458988512,-0.0175910607510033
26,reit,16,hrp,0.0006941648716294788,0.0006854050101815294,0.009729410852195067,0.009651601742680121,1.1325994844555185,1.127322439929723,-0.024350754776936066,-0.024278418069937725
26,reit,16,schur,0.0006462478449055911,0.0006195316846606143,0.009767064214155541,0.009696264256149,1.0503531330040285,1.014283474729396,-0.024610021958257483,-0.024513286316807593
27,reit,21,hrp,-0.00017546339949613474,-7.735505660965442e-05,0.011180714849555752,0.01110130729418166,-0.2491249578442799,-0.11061521153444782,-0.026117441498689973,-0.02594566902524537
27,reit,21,schur,4.3190718800300875e-05,0.0001972043436688587,0.010665338090138324,0.011619876495882524,0.06428595132715725,0.2694109447691964,-0.021087703204793744,-0.022647722120065047
28,sp500,25,hrp,-0.00012061011729722847,-0.00014620079394531255,0.01189500236689575,0.011678412667042962,-0.1609605611453476,-0.19873125909538736,-0.02247337966460938,-0.02305921085902623
28,sp500,25,schur,0.0002659916568112063,0.00030610894482421895,0.011818350214330947,0.011827084246054494,0.35728224091064403,0.4108644828673409,-0.022395536960820462,-0.022768269391741074
29,sp500,37,hrp,-0.0001376682926514479,-6.882204492187504e-05,0.013679067728130758,0.013491230697725861,-0.15976354807815468,-0.08097972067717599,-0.030208529689548895,-0.030034282348632813
29,sp500,37,schur,-4.3538250533481814e-05,0.00011222841552734404,0.01373429689460168,0.013633760445047468,-0.050322801806779595,0.13067347576641614,-0.02961296817900339,-0.029553920200892862
30,sp500,39,hrp,0.00013195629257850276,8.957685986328131e-05,0.008428468465814515,0.00815391879665688,0.24853165353266177,0.174393270525207,-0.02365253380681517,-0.02285443516322544
30,sp500,39,schur,0.00015498664880180178,0.00013005488183593763,0.008497659167195262,0.008382929073945219,0.28953111994503594,0.24628112996726828,-0.023966974440413208,-0.023623313860212054
31,reit,15,hrp,-0.0008453456586992393,-0.0007365629087306339,0.034372813333671294,0.03458261378272071,-0.3904087273441789,-0.33810555102043677,-0.09532654068645487,-0.09702820183511647
31,reit,15,schur,-0.0007637913841503003,-0.0006507495412431144,0.03635075180803325,0.039893348707455034,-0.33355052462198254,-0.2589486479880651,-0.10343414663515406,-0.1124063859367741
32,sp500,17,hrp,-6.187335909884526e-05,-0.00010786974316406228,0.01352416036893539,0.012942733378515299,-0.07262625545246762,-0.1323042850628159,-0.031124349261121582,-0.030007014151436945
32,sp500,17,schur,-1.4939192234329712e-05,-5.5129449218749906e-05,0.013417651394645045,0.012810438052666802,-0.017674652416144136,-0.06831560885698783,-0.030771661481681034,-0.029452117126464845
33,reit,23,hrp,0.0013153728342343953,0.001222702227504075,0.014830206464659716,0.01352020134280974,1.4079976872908293,1.4356144288550445,-0.03021499999374835,-0.025816026111198067
33,reit,23,schur,0.001338146944128749,0.0012465599755778739,0.014697759078090967,0.01379829401632138,1.4452831944033588,1.4341284592738688,-0.029747841140949267,-0.026315905895525234
34,sp500,16,hrp,0.0011675793729784693,0.001072940061035156,0.01393644564934291,0.01332092249336778,1.3299479944409243,1.2786198138713745,-0.023124640672055042,-0.022343320329938614
34,sp500,16,schur,0.0011010751441683931,0.0009710578432617191,0.014008336560870001,0.013407787425458818,1.2477588585649604,1.149709857594045,-0.02353365126015727,-0.0232499541015625
35,sp500,19,hrp,0.0007749863192781125,0.0007629448608398437,0.004019418235947888,0.0039832174370482264,3.060772902828276,3.040600817412874,-0.00825215135086544,-0.008172524152483259
35,sp500,19,schur,0.000789371534897632,0.000784194759277344,0.004061784034658889,0.004047417206355876,3.0850691551568965,3.0757160036230546,-0.008052672366308303,-0.008002884783063616
36,sp500,32,hrp,0.0004965881245485675,0.0004330744414062499,0.007439711335014341,0.00694617794120569,1.0595964997189877,0.9897304222588915,-0.020485812568649047,-0.01898627302769252
36,sp500,32,schur,0.0004564844440313509,0.0003639947368164062,0.007592166819499159,0.007137875557689992,0.9544661056508846,0.809517799268792,-0.020914265357418728,-0.019410672807965962
37,sp500,38,hrp,0.0015802081867516866,0.0016269431806640623,0.008589256111264572,0.008247609321354332,2.920512203405057,3.131443466017158,-0.018802611414792024,-0.017106737775530133
37,sp500,38,schur,0.001591835892745287,0.0016473674130859375,0.008902636389806097,0.008619196905614837,2.838441366685254,3.034058421478626,-0.017606280356789544,-0.015718810695103235
38,reit,13,hrp,0.0006274840886137592,0.000719973473516017,0.01845431718588707,0.016588796332024047,0.539765356821211,0.688972505308097,-0.03604726027689654,-0.03387515892871805
38,reit,13,schur,0.0006797210330590835,0.0008018427838764506,0.019131830810727595,0.017495247075693877,0.5639939529569323,0.7275610070084115,-0.03683642530233856,-0.03501085288407503
39,reit,18,hrp,0.0011529531880439853,0.0007872795201000969,0.009490933584376703,0.008965217661014177,1.928426143799933,1.3940180157835698,-0.019909147220711552,-0.018381140702144118
39,reit,18,schur,0.001339806524378806,0.001065400712442286,0.009768081761488015,0.009108831398282237,2.177374199972784,1.8567378460544783,-0.02057325672805203,-0.018936152244546388
40,sp500,26,hrp,-0.00038364624204753324,-0.0003772291523437499,0.00823789337651514,0.008182454928221769,-0.7392903754563901,-0.7318496953350113,-0.0245003848690403,-0.023470288478306362
40,sp500,26,schur,-0.0002962370370372296,-0.00030305040820312513,0.00813507778527608,0.00825187460976042,-0.5780666514675799,-0.5829919038326419,-0.023451295812928052,-0.022972287353515624
41,sp500,21,hrp,0.0013189840184777081,0.0011940030009765623,0.009235552412348153,0.00880743702180645,2.2671326242455114,2.152068755594141,-0.020365660941525317,-0.01956377335902623
41,sp500,21,schur,0.001242764463454248,0.0011731089238281249,0.0100557797317518,0.00966659598436102,1.9618840882997868,1.9264823801022837,-0.022017947165714386,-0.021261548383440295
42,reit,25,hrp,-0.0011222642759327818,-0.0010132240599648415,0.013479216055398726,0.012730116801611933,-1.3216935616463543,-1.2634945586900141,-0.032890765934934285,-0.030672784347577805
42,reit,25,schur,-0.001894641763498952,-0.002135195005798017,0.019380472464937827,0.02432088062176982,-1.5518974386751088,-1.3936654039357512,-0.044202295491257905,-0.05272215278755099
43,reit,21,hrp,5.880397084660474e-05,1.186438608546278e-05,0.015275086450446946,0.014858794715713025,0.06111154269453822,0.012675408325304394,-0.02736718783402677,-0.0274967500452501
43,reit,21,schur,-7.966801879401802e-05,-0.00013186017371765918,0.014998561918236055,0.014793537579292287,-0.08432079008237924,-0.14149525451398803,-0.02756598711953368,-0.02778880259398945
44,reit,20,hrp,0.0012602517898965622,0.0014175266226889556,0.006048178973885424,0.005567431369052137,3.3077521413837956,4.04181677887853,-0.010469087255511668,-0.008816204353125561
44,reit,20,schur,0.00380952801389132,0.005467343247290575,0.01627832571431064,0.02495709856855149,3.7150247196845982,3.4776231359169736,-0.020859952892950256,-0.031131748751742655
45,sp500,35,hrp,0.0013040201670610659,0.0010760763242187502,0.008446133950175178,0.008089335699338378,2.4509057661238662,2.111691578709125,-0.018083411182265474,-0.016288355756487165
45,sp500,35,schur,0.0010577528309063033,0.0008429337719726565,0.00864833544439393,0.008190317613889785,1.9415650263427693,1.633777763554717,-0.01750745708542584,-0.01638958064488002
46,reit,23,hrp,-0.000370595185049197,-0.0011864086095496828,0.012655532171885229,0.013362150506272645,-0.46485727351538647,-1.4094776732386898,-0.02848981572260782,-0.027167979135666855
46,reit,23,schur,-0.00028054326276863483,-0.0009544473808227304,0.01269482048376982,0.013038975897114533,-0.35081128066178263,-1.1620070912376144,-0.02880690006480033,-0.027417920941291418
47,sp500,37,hrp,-0.00011292360695593349,-8.283738037109372e-05,0.008546755539225535,0.008268597211232496,-0.20974119110996106,-0.15903576056957955,-0.01815590061319586,-0.017204547215053014
47,sp500,37,schur,-9.722919233414103e-05,-6.38701752929688e-05,0.008626962562569044,0.008427761560085548,-0.17891182062707328,-0.12030568175038553,-0.018378103557107606,-0.01770081261335101
48,reit,19,hrp,0.00020140775681210552,6.911644166192976e-05,0.020476057163723995,0.020360069755430775,0.15614573617862243,0.05388927985211638,-0.04222645365330109,-0.04264340786656173
48,reit,19,schur,-0.00041470637708684567,-0.0012360706937232905,0.02305751665828039,0.03216002996783411,-0.28551468672330066,-0.6101366811706044,-0.04722188083499406,-0.06325094704844601
49,reit,23,hrp,-8.12027479139516e-05,-3.3759378113157585e-05,0.007882609757313905,0.008091215335085198,-0.16353133038664722,-0.0662339946754153,-0.017658810094884608,-0.018944200198689105
49,reit,23,schur,-7.23583233128278e-05,6.957518736177357e-05,0.01274349843281122,0.02129152366263059,-0.09013637649694481,0.05187378210129482,-0.030394975931002297,-0.047665244146589826
50,reit,20,hrp,0.0013472076581839472,0.0010951123452048988,0.00897020017443994,0.008328098264967047,2.3841450749825523,2.0874356888489554,-0.020590035057884724,-0.01990850671808844
50,reit,20,schur,0.0013304083418590874,0.0011901475627398832,0.008889928042750054,0.008476597719896476,2.3756747621341217,2.2288431598600127,-0.020543740899167977,-0.0196409574155823
51,sp500,21,hrp,0.001624454084709498,0.0018142120209960937,0.007323340931115968,0.006859289416533407,3.521262957557909,4.198645260422956,-0.015803611963400625,-0.01437214777483259
51,sp500,21,schur,0.0015586766247748499,0.00171833378125,0.007163171741089748,0.006766931654633097,3.4542274338069276,4.031029796031178,-0.015571809842167614,-0.01437482670375279
52,sp500,35,hrp,0.00089663078491333,0.0009223229560546876,0.005905295290125185,0.005634871357889059,2.410306639898809,2.598359765701011,-0.011674974627103736,-0.011283689488002232
52,sp500,35,schur,0.0008440619261415501,0.0008768718505859374,0.005952812648859728,0.005655226103544843,2.250880126190243,2.461423970513735,-0.011698836889087997,-0.011218988176618302
53,reit,15,hrp,0.001272220294097669,0.0012251242191773743,0.009175305867466916,0.008943847377099601,2.2011114788053296,2.174482997600077,-0.02161155967885728,-0.019432881785679652
53,reit,15,schur,0.001230850706017719,0.0011636491303872894,0.009222054570711872,0.009047216519540052,2.118741443699641,2.0417724317917796,-0.021717608826492655,-0.020039602452117368
54,reit,21,hrp,0.00016448642921382638,0.00045363671730703966,0.01090585378763057,0.009874543975995177,0.23942564840090225,0.7292751599343672,-0.024138814621278204,-0.021861293236771332
54,reit,21,schur,1.8369374391415988e-05,0.0002385484945864797,0.011237847549645566,0.010136988072710618,0.025948454718657223,0.37356657881667826,-0.0247073823527068,-0.02247949206848802
55,sp500,25,hrp,0.00035441999203690225,0.00016411184423828102,0.008410395534503188,0.0080255642572633,0.6689629433613986,0.3246120370876359,-0.021273110982550702,-0.019357295017787386
55,sp500,25,schur,0.0003873554994575807,0.00017508060839843697,0.008619821398142984,0.008238797089489349,0.7133648876475064,0.3373451809874796,-0.022022217046367136,-0.020431773402622772
56,reit,19,hrp,0.0007056858209877603,0.0008838931267397745,0.008516927843235477,0.00776794759511431,1.3153117324301167,1.8063160470214208,-0.01972489119078883,-0.017140448559930462
56,reit,19,schur,0.0006237841652742984,0.0007814273558571579,0.008427800114004817,0.007425767353821437,1.174952716560024,1.6705040861778608,-0.019328483915960825,-0.01600118087239136
57,reit,24,hrp,0.0008432502757838018,0.0008434656074861053,0.007141369329169506,0.006917189545580822,1.8744560768740064,1.9356996555949129,-0.014491083501690458,-0.013528679496920689
57,reit,24,schur,0.0008569830513010612,0.0008502711475904461,0.007245485363191027,0.006891608270223069,1.877608401274583,1.9585611212562446,-0.014904553807442964,-0.013799398815365382
58,sp500,38,hrp,-9.258326175010682e-05,0.00016439834033203098,0.014156076803341727,0.01305360314588908,-0.1038221067436525,0.1999250871698025,-0.033252130025509016,-0.030846972133091517
58,sp500,38,schur,-0.0002453200647997846,-5.370025390625005e-06,0.014571547814301136,0.013420535070324525,-0.26725611774919455,-0.006351945720455996,-0.03412442993839613,-0.031760799211774556
59,reit,14,hrp,0.0001055060773232639,0.00017885369598449847,0.009575569367736542,0.00920818167825855,0.17490939599508593,0.30833605407048825,-0.022345687311678585,-0.02159538989850377
59,reit,14,schur,3.4914920651547956e-05,0.0001074342881261681,0.009655204122071447,0.009685399598223133,0.05740501966916299,0.17608632815640185,-0.023002614161093202,-0.023465845978854132
60,reit,15,hrp,0.00016401401386426058,-1.5703313328630425e-05,0.010445685998194228,0.010551334540116671,0.24925521921069602,-0.023625672185438602,-0.021751238954972486,-0.022303209232371418
60,reit,15,schur,0.00017167463565435613,-9.11508567727895e-06,0.01045828281399855,0.01051016319187053,0.26058296592500907,-0.01376738844537473,-0.021924125934110382,-0.022113935446943633
61,reit,19,hrp,0.001335191540124053,0.0017539992843815598,0.017634202075111998,0.016435156336370837,1.2019545038982868,1.6941655356167789,-0.037066332471273,-0.03526917011002393
61,reit,19,schur,0.0014259030445751774,0.0017641944896648032,0.01758881475490937,0.01645195044173319,1.2869263457048241,1.7022735026590023,-0.03749423490415792,-0.035363578542099254
62,reit,23,hrp,0.0005632680799834344,0.0006095227248488995,0.009207034481597988,0.008747356786912096,0.9711708568544557,1.1061482372404186,-0.01688159067543363,-0.01660957194887577
62,reit,23,schur,0.0005650584139066867,0.0006147522268431041,0.009339792722330055,0.008966962982052256,0.960409347745392,1.0883159750333455,-0.01698262192767318,-0.01687105574023627
63,reit,20,hrp,-0.0005046999089903244,-0.00029979116164152963,0.008513213023221767,0.007797232118301975,-0.9411091503968906,-0.610349555014698,-0.017219410403331897,-0.015645386398636236
63,reit,20,schur,-0.0006366498570127467,-0.0006635405893979079,0.009156635008370937,0.009240969748029713,-1.103735504805428,-1.1398565944131958,-0.018522960952586452,-0.01937168565812809
64,reit,21,hrp,-0.00013473080187548846,-0.0009300603638428696,0.021980247789882588,0.021517020147761957,-0.09730487093060056,-0.6861661354894704,-0.04187830114784814,-0.041065334400647156
64,reit,21,schur,-0.00018538362448796737,-0.000996726030132513,0.021987139215455587,0.021771756456027344,-0.13384523454351968,-0.7267459213926426,-0.04212776463578281,-0.04175844400015132
65,sp500,19,hrp,0.0003964808693976824,0.0003667781484374999,0.008047314893771194,0.007677626818113467,0.7821166144495395,0.7583622831020623,-0.01919223942395974,-0.018359233555385046
65,sp500,19,schur,0.00043099239006910315,0.00040928582519531275,0.008153773048094826,0.007780015957063468,0.8390952318821001,0.8351153889041961,-0.019030141016753047,-0.018101184378487727
66,reit,15,hrp,0.0009708241660370775,0.0009243352455515356,0.009405568914861497,0.009186971373936757,1.6385352125041186,1.5971930824031024,-0.019994619962606812,-0.017148724082923093
66,reit,15,schur,0.0009203121325234934,0.0008240083578506612,0.00973068447675286,0.00938333637906549,1.5013848431915553,1.3940379658404771,-0.021219944390010376,-0.01919530129173515
67,sp500,24,hrp,0.0012944887002371388,0.00095275672265625,0.012650335929276583,0.012731817456254879,1.6244130724866352,1.1879328415229422,-0.030879286151409367,-0.02979498475864955
67,sp500,24,schur,0.001330990522799618,0.0010046518730468749,0.01270069136440819,0.012820986728642287,1.6635960136375096,1.2439256353050208,-0.03074050674466916,-0.030093856724330355
68,reit,15,hrp,0.0009738336460779302,0.0009665624267930913,0.008190502415629538,0.007873508498912935,1.8874458599410286,1.948775803010819,-0.018023762334519616,-0.017156926642211707
68,reit,15,schur,0.0010204930358704589,0.000999075488728974,0.008082361396613377,0.007740152747852113,2.004343029291818,2.049033426290479,-0.017812115863064953,-0.016796944264686527
69,sp500,17,hrp,0.00011479416974576117,-0.00013864359570312464,0.014553195888388782,0.014569842020473768,0.1252165479404032,-0.15105852537870826,-0.03334249775244037,-0.03499845083182198
69,sp500,17,schur,0.0002325609482394762,-3.29939501953126e-05,0.014554979243689163,0.01442934277882772,0.2536445116431767,-0.036298446155649554,-0.03137402779091909,-0.033293485900878904
70,sp500,26,hrp,-0.0006758672629469296,-0.0006710298657226563,0.012717330173296177,0.012733349712294376,-0.8436566508915299,-0.8365645429270073,-0.0373902194703195,-0.037362118216378346
70,sp500,26,schur,-0.0006117526987104098,-0.0006012478891601563,0.012738433623770966,0.012827295509249437,-0.7623600604897115,-0.7440784644931194,-0.03668401183679426,-0.03664940044294085
71,sp500,25,hrp,-1.3261937495567838e-05,-6.637247460937507e-05,0.0070761182690292634,0.007142224117700363,-0.029751725888806074,-0.14752132570118473,-0.019163746495406007,-0.019326445765904015
71,sp500,25,schur,8.440553369753659e-05,2.8174079589843554e-05,0.007098542625874802,0.0071402347724329965,0.1887565348645151,0.0626379471168008,-0.019007912085262455,-0.01927628693498884
72,reit,15,hrp,-0.0008696857671886124,-0.0006322788560210633,0.011520468698487295,0.010841038212575056,-1.1983742948178575,-0.9258445064804163,-0.026668467893425363,-0.02568328653021908
72,reit,15,schur,-0.0008948129927842068,-0.0006827561002594491,0.0114664558243587,0.010843242555090171,-1.2388061411899365,-0.9995549789951718,-0.026854582241968815,-0.026065272341452148
73,reit,13,hrp,0.0005860272837128895,0.0006559804416136587,0.008989975740226228,0.009094680180951734,1.0348075449849752,1.1449953679957408,-0.01957480080066587,-0.01833170915077188
73,reit,13,schur,0.0005524605661001578,0.0006181533942815683,0.009106713130682629,0.009095819618717131,0.9630301818641429,1.0788341602514013,-0.019999208930777244,-0.01836764300515828
74,reit,15,hrp,1.7474317465746236e-05,-0.0004552795283341381,0.01877069369787144,0.018255725591066998,0.01477815335621816,-0.39589434108727023,-0.03019961033702921,-0.03276713556121586
74,reit,15,schur,8.226776184188045e-05,-0.0003513361825742787,0.018824326578034917,0.018188421774935824,0.06937619930759607,-0.30663952392546917,-0.029902773604011577,-0.031743289893374084
75,reit,24,hrp,-0.0016670301208235605,-0.0016082449625807267,0.032894420974962146,0.03267398306970934,-0.8044915211202937,-0.7813585890369685,-0.0933482992563919,-0.0931364143340276
75,reit,24,schur,-0.002001143683780413,-0.001947484763919076,0.03203432501415051,0.03160907723116446,-0.991660387284933,-0.9780532971086786,-0.09059728930908083,-0.08968998312072222
76,sp500,12,hrp,-0.001119684234941548,-0.0009078939838867188,0.008538281345893746,0.008087409711087032,-2.08173465775965,-1.7820749416587272,-0.02331919336577743,-0.021968826590401783
76,sp500,12,schur,-0.001111809505815951,-0.0008981832954101562,0.008510849658179553,0.00805523787529046,-2.0737563762552615,-1.7700554607063397,-0.023277915924786566,-0.02177659770856585
77,reit,15,hrp,0.0007648139664803332,0.0006894016339951869,0.006202418949071506,0.005957808326528518,1.957469404583289,1.8369022738154779,-0.012354529146096705,-0.011695523257670357
77,reit,15,schur,0.0007790236465124532,0.0007087681066301939,0.006140747783011696,0.0058823553446697785,2.0138617382846995,1.9127278487758956,-0.01229699667439727,-0.011744841263657827
78,reit,16,hrp,0.0016773250671831116,0.0015981220760148708,0.010388016132883544,0.010220091864868308,2.563214153008461,2.482306597884241,-0.0211140382943285,-0.020703201454977258
78,reit,16,schur,0.0016784773376072805,0.0016153222702973685,0.010361894253235037,0.010145584384978059,2.5714411909850643,2.5274488993018234,-0.02108574335095938,-0.020609838797457408
