trial,universe,n_assets,method,mean_base,mean_rep,vol_base,vol_rep,sharpe_base,sharpe_rep,es95_base,es95_rep
351,sp500,29,schur,0.0005360349238013775,0.00032966274023437503,0.00940146807615814,0.009629186819610943,0.9051023250424833,0.5434761897492091,-0.019710675832243386,-0.02199359717668806
352,reit,19,hrp,0.00012130733768530029,-0.00011764940055840373,0.007898233703163502,0.007320626057368237,0.24381328265388322,-0.2551183901492122,-0.016626245535796173,-0.014964487776018475
352,reit,19,schur,4.3889224280682065e-05,-0.00021863340248372422,0.007519651840291894,0.007226691280406991,0.09265320401672876,-0.48026095662792617,-0.015306491653037302,-0.01401850522120548
353,reit,15,hrp,0.0028937647320605446,0.0031641145643176885,0.02260764095055576,0.020170870162939395,2.031927661229098,2.490163346234785,-0.045104887833230724,-0.03987525674015282
353,reit,15,schur,0.0027212996148975933,0.002826958893508716,0.021475277010364807,0.019488899509136008,2.011582533842966,2.302673948927752,-0.0427354881484309,-0.03822297679537607
354,sp500,34,hrp,0.000705410400066245,0.0007579858173828123,0.006358872734320706,0.006118959964548949,1.7610107031147297,1.9664537585417292,-0.015498366701006818,-0.01467514115687779
354,sp500,34,schur,0.000733508109458128,0.0007840961333007811,0.006397047353306163,0.006163708339267118,1.8202273034033647,2.0194239491817525,-0.015727852943622857,-0.015220239815848215
355,sp500,24,hrp,0.0008378146829173635,0.0007958004809570313,0.009509974527743518,0.008914236865240927,1.3985206517374773,1.4171646082556673,-0.0168982536712239,-0.015696152500697547
355,sp500,24,schur,0.0006713592846424994,0.0006259696674804689,0.009321050246456547,0.008723555399140843,1.1433795509557716,1.1390952376501626,-0.016754135485478865,-0.015655550938197545
356,reit,15,hrp,0.001248637394280272,0.0016622766713130903,0.009056292562593184,0.00900863789952226,2.188699625235177,2.9291691362432863,-0.020254716449033445,-0.018507263837427117
356,reit,15,schur,0.0010696341859891118,0.0014384033499894849,0.009414106450704856,0.009149964870694718,1.8036673356683648,2.495522727915412,-0.021663229702735026,-0.02031235324424599
357,sp500,22,hrp,-0.0003117928258918778,-0.0003353676132812499,0.00911927303423787,0.009140893948747167,-0.542757920365027,-0.5824152260178542,-0.019935373156716375,-0.02120080010114397
357,sp500,22,schur,-0.0003884415541924672,-0.0004016549257812498,0.00904747429466302,0.008881026336322631,-0.6815513707839491,-0.7179434039971441,-0.019558688468532256,-0.020569948939732147
358,sp500,38,hrp,0.0004025270879129575,0.0003732618793945313,0.004312315062414311,0.004433128570907476,1.4817839909709256,1.33660654003052,-0.00962084555757543,-0.010294928379603793
358,sp500,38,schur,0.00044869239098913467,0.0004377751918945313,0.004508299165944342,0.004588131725985671,1.579924186076783,1.514661335479878,-0.010224034174221481,-0.010550368565150669
359,reit,23,hrp,0.00031823741121971087,0.0002747416447716244,0.009646484704053585,0.009036671278113828,0.5236998184077611,0.48263218467560887,-0.023908958637347277,-0.021851119066722786
359,reit,23,schur,0.00031252155697402507,0.00026297329792142424,0.009713174604017636,0.00913544732193459,0.5107625587774142,0.4569641244036517,-0.02410582835760632,-0.022298113877657476
360,sp500,35,hrp,0.0008386708672549814,0.0006950399462890627,0.013910689407453833,0.012870804276771446,0.957068833153261,0.8572437943704757,-0.023127449375407175,-0.021623398925781252
360,sp500,35,schur,0.0008009634589674659,0.0006819461113281249,0.01414680594729874,0.013276255504466051,0.8987824373526422,0.8154075450784344,-0.023500933837575993,-0.022041198364257813
361,reit,16,hrp,0.0015212875451843149,0.0015039566836081428,0.006520986118891103,0.006195884879821163,3.703380234640412,3.85329499623187,-0.012830298334591053,-0.011841287277213683
361,reit,16,schur,0.0015150870339455261,0.0014947277102204915,0.006578312654661165,0.006340729173551745,3.656144409856855,3.742166893513828,-0.01297341532069385,-0.012389063263836356
362,sp500,22,hrp,0.0010087353140430194,0.0010342969047851562,0.005173721712393541,0.005158221887602625,3.095098184256721,3.18306476707679,-0.011831426566765219,-0.011837235953194756
362,sp500,22,schur,0.0010299519358966112,0.0010788364985351564,0.005378844043471386,0.005311161581410529,3.0396828716825786,3.2245297417583068,-0.01192037830879862,-0.011529976143973214
363,sp500,37,hrp,-3.0517774655565e-05,3.3100346679686353e-06,0.011619337243200212,0.0113573797654821,-0.04169382845978743,0.004626522354599907,-0.026440355757887963,-0.025866098362513957
363,sp500,37,schur,-0.0001102239987765412,-9.61965668945313e-05,0.011920028217178422,0.01158183559536818,-0.14679090550484253,-0.1318507023616724,-0.02695465212341239,-0.026002571271623885
364,reit,13,hrp,-0.00026029246177873495,-1.5418268867749246e-05,0.010714840608444635,0.009921585849276255,-0.3856347362564929,-0.0246691843567546,-0.025087912285943006,-0.023564881498347037
364,reit,13,schur,-0.00031507185267909204,-0.00010978838540833039,0.010803452795488892,0.010052875843872088,-0.4629640818091069,-0.17336696631590312,-0.025039662531604296,-0.023572590775050393
365,sp500,28,hrp,-4.571018684601125e-05,3.8372678710937235e-05,0.011228749474025655,0.010085620008704017,-0.06462222016258978,0.060397614576538985,-0.02014754011708542,-0.018320849722726008
365,sp500,28,schur,-0.00023505430968436957,-0.00017338753808593735,0.01145930580583958,0.010262552349707861,-0.32561933081595035,-0.26820246498982636,-0.02200484767154224,-0.019159988586425782
366,sp500,14,hrp,0.0015734626558746496,0.0013601369145507809,0.00821884766286887,0.007990304155179172,3.0391055209594144,2.7022130484739093,-0.017796354984708423,-0.01656431578717913
366,sp500,14,schur,0.0013957725731867773,0.00118594084765625,0.008088195359610877,0.008017772907698843,2.7394494949250907,2.348061928408086,-0.017058292549413566,-0.015937254568917415
367,reit,13,hrp,-0.00032668008756889277,-0.0002774747524823411,0.009357554574350233,0.008866280215446585,-0.5541923991679906,-0.49680080416711675,-0.02231743915189683,-0.021206191749183236
367,reit,13,schur,-0.00034621462837491066,-0.0002860050262387341,0.009524640043682824,0.009118688914769977,-0.577028298853262,-0.49789932316905766,-0.022451574082147797,-0.021437393251162125
368,reit,21,hrp,0.001161279070130704,0.0010755580060561134,0.008386643032068467,0.008396815736817779,2.198106401258665,2.0333843879685456,-0.018643746601802496,-0.018676141762157542
368,reit,21,schur,0.00139727513907502,0.0014275402637495306,0.00850373965885445,0.008565852285226517,2.6083883181510985,2.6455626821350924,-0.018945906383297444,-0.019179350373345432
369,reit,15,hrp,-0.00035556540026569246,-0.00045040868492059524,0.016625875455810183,0.01561871255220074,-0.33949645289568403,-0.4577852488138526,-0.036605053044482375,-0.03388284030495476
369,reit,15,schur,-0.00021447725508585663,-0.00018216963208573988,0.016581991693124576,0.01547539689531461,-0.20532641289606635,-0.1868677926081205,-0.03644306417125609,-0.03323586684162306
370,sp500,22,hrp,5.7194652681232386e-05,2.3583040527343875e-05,0.009527449823043961,0.008504232310306904,0.0952969557192007,0.04402151172551238,-0.018763489622906554,-0.016921373229980472
370,sp500,22,schur,8.396757529854209e-05,3.4614829101562644e-05,0.009456867155797933,0.008549634797847554,0.14094984233557487,0.06427097646378492,-0.018753802465097693,-0.01719115540422712
371,reit,12,hrp,0.002018111529101542,0.002197826887465177,0.00924411741898753,0.009977966203193729,3.46561233397646,3.496646461165269,-0.01652385651005953,-0.01777178314558215
371,reit,12,schur,0.0019163872227983864,0.002037567825952895,0.009168597478441983,0.009252486439984064,3.3180324596960187,3.495858836561895,-0.01743278064128679,-0.017358151560337202
372,reit,14,hrp,0.0005089358546332172,0.0006245644298757428,0.00959135557913255,0.009471759109551026,0.8423320521490202,1.0467594076722988,-0.01845239759207737,-0.01849454856345
372,reit,14,schur,0.00044829289132026844,0.0005488011847529531,0.009917245408572667,0.009744743091864688,0.7175812170139133,0.8940152287561743,-0.01904144054760882,-0.018973501748388032
373,reit,20,hrp,0.0016404343808510378,0.0014980400599455056,0.008814843036304648,0.008730043237078882,2.9542316721761286,2.7240012529108304,-0.015599563860196708,-0.01592744074614848
373,reit,20,schur,0.0017233425178736354,0.001587096348646703,0.00874481329898911,0.008994843240697813,3.1283931881801985,2.8009797166128796,-0.015939107790164126,-0.017510170762031995
374,sp500,20,hrp,0.0006494764143906058,0.0007854751953124999,0.009543334663055087,0.009494664730543528,1.0803475738087855,1.313267242257513,-0.023847286505847082,-0.02267446968296596
374,sp500,20,schur,0.0005729397808031129,0.0006955727924804685,0.009503681001259373,0.009444643862785826,0.957012031035147,1.1691151012463266,-0.023728510419362463,-0.02274089910016741
375,reit,12,hrp,0.000640644886382306,0.0005891721274770086,0.009799173237400293,0.009365147663671919,1.0378347276912656,0.9986834066237215,-0.025330023604920395,-0.023322712175894995
375,reit,12,schur,0.0005972696035620633,0.0004908038861393006,0.009694219704517762,0.009242915944715118,0.978042721239501,0.8429450400689589,-0.025156114150955304,-0.023149589683207693
376,sp500,26,hrp,-0.000824223461821834,-0.0008818786899414063,0.012114961517715121,0.012013572398413025,-1.0799986289035728,-1.1652978594879653,-0.025628190411370315,-0.025179558968680245
376,sp500,26,schur,-0.0009962774858463899,-0.0010673731337890629,0.011950729462984,0.011856453837253944,-1.3233848891952358,-1.4290970505418494,-0.025570623067014995,-0.02522353325544085
377,reit,22,hrp,0.0015182902452411714,0.0013817614043817009,0.008695294945098235,0.009130355258946527,2.7718565722865374,2.4024018410274737,-0.01394650526956127,-0.015630465338003063
377,reit,22,schur,0.0015467479071397368,0.0014216699482237742,0.008713582561775587,0.009001561035756278,2.817883648330845,2.5071552241704005,-0.014186123021090643,-0.0152278054585419
378,reit,20,hrp,-0.0007686100053198633,-0.0008793648310661584,0.015651050697808373,0.014979694935214607,-0.7795837999133758,-0.9318937393957211,-0.03153553359515631,-0.03223619373680104
378,reit,20,schur,-0.0008118913332916812,-0.0009383033349897189,0.01545898911479106,0.014728476110732261,-0.8337139809911083,-1.011313292724037,-0.031224415497794675,-0.03163203215739886
379,reit,23,hrp,0.0006405819532058882,0.0005198337368903298,0.009520333136924642,0.009230454175012687,1.068126830120321,0.894008527534652,-0.0222239608564735,-0.02085378483777949
379,reit,23,schur,0.0006203268495865638,0.0004946019550614557,0.00962262941401751,0.009265319004963586,1.023356821696614,0.8474141712927017,-0.022455254667804476,-0.021441459462705873
380,reit,24,hrp,0.00040386424772194537,0.0007601090908890773,0.006867690474288633,0.005956350476285599,0.9335228780937143,2.0257971371348797,-0.013505515358169896,-0.010704473625571743
380,reit,24,schur,0.0003067472437565878,0.0006287228332555235,0.007174933461831196,0.006077995126030792,0.6786768908605125,1.642098316194291,-0.014023229658232618,-0.011206226573022091
381,sp500,28,hrp,0.00034114718483120625,0.00027201935888671865,0.005069544392565352,0.005021522986639061,1.068250566488976,0.8599330250894848,-0.011793931840262034,-0.011656433401925221
381,sp500,28,schur,0.00043772501499931714,0.0004038762861328125,0.005036971422334325,0.004955540439396739,1.3795331780343885,1.2937715592616978,-0.011633489017329541,-0.01141685560825893
382,reit,15,hrp,0.0006010591752249359,0.0006762605044574574,0.008998703138186667,0.008981937268636003,1.0603215217515634,1.195210161979608,-0.02128568750511812,-0.021556695462093888
382,reit,15,schur,0.0006078880686780948,0.0006879532520395315,0.009042551362297544,0.008931743135359946,1.067168273806927,1.2227086186540146,-0.02141918979514264,-0.021294897834721455
383,reit,22,hrp,0.0005104457081020176,0.00045220597199195146,0.011878834075281704,0.011487188081431505,0.682143917262947,0.6249177090795127,-0.03264762537328851,-0.03172628226482549
383,reit,22,schur,0.0005370503992524071,0.0004955082430098472,0.011616879911016828,0.01131791996861933,0.7338812876505562,0.694999569119524,-0.030047224481501506,-0.02851549474902495
384,reit,22,hrp,-0.00034425867907420936,-0.00018365531656907427,0.0074542941327341685,0.0071529363631222895,-0.7331260360437685,-0.40758614638465235,-0.019716496875753126,-0.018335371338023754
384,reit,22,schur,-0.0003624798377535274,-0.0002406279745888854,0.007640190304965068,0.007326181923232952,-0.7531473439982017,-0.5213971909939292,-0.020206490793180657,-0.01900902577141857
385,reit,19,hrp,0.0010022441461809306,0.0010282658106566026,0.008799422847668124,0.008351369041627185,1.808088196012343,1.9545554290132505,-0.01880190127701898,-0.017834951513140643
385,reit,19,schur,0.0011374447968924095,0.0012880153122695685,0.008317675622396006,0.008165135660180314,2.1708440188785314,2.504135884277438,-0.017645887047476033,-0.017692675616279206
386,sp500,21,hrp,0.00028008565173486964,0.000271553974609375,0.009802857561374162,0.009518128060971026,0.4535638566499991,0.4529026798621941,-0.02286706815501446,-0.02223649244907924
386,sp500,21,schur,0.0003081704745113901,0.0003169798359375002,0.009593869853088941,0.00934828424967057,0.5099146326489251,0.5382697792114528,-0.0225212972397147,-0.02190508486502511
387,reit,22,hrp,-0.00013587288268480393,2.9969312069422472e-05,0.009812798191476067,0.009245343968213497,-0.21980632872713984,0.05145812658046516,-0.019995129992662754,-0.01810966054360876
387,reit,22,schur,-0.00020052947530511768,-4.8770846694469266e-05,0.009653470875070937,0.00936100504241501,-0.32975773940481956,-0.0827062036601571,-0.01943413531550645,-0.018420607266576933
388,sp500,40,hrp,-3.386926860241657e-05,2.2814924804687358e-05,0.00681841783257751,0.006915003744859589,-0.0788537728340723,0.05237534448947776,-0.018482928410311922,-0.018330953220912386
388,sp500,40,schur,-0.0001061754935799081,-4.221445312499947e-06,0.007022513508933652,0.00704892475511322,-0.2400114582773892,-0.009506892064948544,-0.019297831411167154,-0.0188817131086077
389,sp500,15,hrp,0.00012080224624594104,0.00017301105078125004,0.01201135035482669,0.01167383754845884,0.15965533863042047,0.23526670430337726,-0.025639835091540445,-0.024875734592982705
389,sp500,15,schur,3.745634000183529e-05,9.509797265624991e-05,0.012004008587297927,0.011625559866118672,0.04953353370926436,0.12985469365727464,-0.025617122165862198,-0.024927485290527344
390,sp500,25,hrp,0.0009730099829283296,0.0008653294438476561,0.007499961082871289,0.007001924452798253,2.059484636973077,1.9618433697733828,-0.019266464589231955,-0.01801141797746931
390,sp500,25,schur,0.0010050939899599698,0.000893657888671875,0.007483529527281203,0.0069824644488461155,2.132065142779631,2.0317152042106463,-0.018859906786724463,-0.017707962236676898
391,reit,25,hrp,0.0005576007599959385,0.0004783001678712072,0.009037338104453911,0.008579932662787622,0.9794518638731472,0.8849463131915847,-0.021910024721884504,-0.019951860823758816
391,reit,25,schur,0.0006329545946173645,0.000579495645943433,0.00935523090027964,0.009181626291777318,1.0740347083276318,1.0019149002290353,-0.022557856059382594,-0.021897819682558273
392,reit,21,hrp,-0.0007231578259003262,-0.0005484288920919971,0.01330890464820133,0.013364141653286761,-0.8625634414959844,-0.6514476565374822,-0.02909002991062738,-0.028773955233701996
392,reit,21,schur,-0.0007861014050533487,-0.0006926408745676373,0.01319670826128239,0.01325110993590245,-0.9456125490710091,-0.8297669451911225,-0.028456395454725864,-0.02802092215300912
393,reit,13,hrp,0.0009399137063827303,0.0010043127186983502,0.009978825197606202,0.0090684377259354,1.4952328786436113,1.7580724084032369,-0.023246196565576336,-0.021161815764954437
393,reit,13,schur,0.0009149362881305082,0.0009886700183100233,0.010309873237136714,0.009328126794188176,1.4087625491702809,1.6825082172663457,-0.023822454199015474,-0.021773290460088374
394,sp500,26,hrp,2.9894701322180873e-05,1.5158929199218769e-05,0.013699480618853692,0.013256405885131132,0.03464099731263941,0.018152774055366045,-0.026907543950251276,-0.02584756773158482
394,sp500,26,schur,2.9044409580326698e-05,0.00010168328271484364,0.014685025748442706,0.01487313931453973,0.031396996931133896,0.10852934523103046,-0.029219002675534195,-0.029184337071010043
395,reit,23,hrp,0.0002484698098259804,0.0003445199670382206,0.009028726062946758,0.008544610215822947,0.43686517047289913,0.6400625410329583,-0.016998500802062177,-0.01617854620184825
395,reit,23,schur,0.00022718059136656705,0.0003081668837392535,0.009099316928324578,0.008548878280010561,0.39633525385989293,0.5722385393552325,-0.01689112078675794,-0.015977885018912532
396,reit,22,hrp,-0.00015205681613375644,-0.000175794175223417,0.0078633811752862,0.008193029591333239,-0.30697063642794936,-0.34061222241907296,-0.016257404288209158,-0.017738346468588396
396,reit,22,schur,-2.2895348467219734e-05,8.828917984449792e-05,0.007637400547560652,0.0087000813164486,-0.047588493897003814,0.16109588278313963,-0.016030024447897796,-0.019463591522274733
397,reit,25,hrp,-0.0001145655353789253,-0.00036504702452476304,0.01994013574887775,0.01964204783742372,-0.09120657529585809,-0.29502737751094854,-0.039966437030596616,-0.04120120883745384
397,reit,25,schur,-0.00010941016590777248,-0.00019909123044960692,0.01997686342019692,0.019413874700173868,-0.08694220423060689,-0.16279466890103889,-0.03994094887274452,-0.03950758412275112
398,sp500,21,hrp,-0.0002692963969839198,-0.0002507630068359376,0.007671953931725901,0.0072524203532020525,-0.5572176019765743,-0.5488842525321258,-0.015780103827909734,-0.014403764892578124
398,sp500,21,schur,-0.00033648467878084095,-0.0003201390683593751,0.007920905956686288,0.0074919718597787925,-0.6743583006078228,-0.6783327879663088,-0.016550694738759607,-0.015170177036830356
399,reit,12,hrp,0.0008867283834289456,0.0011628824414699238,0.009681137616917867,0.009036211896405015,1.4540002688830003,2.04291208267731,-0.021602904375505733,-0.019512410595648604
399,reit,12,schur,0.0008418684992634529,0.0010751829430456948,0.009732124225234482,0.009035462552020285,1.3732097746316598,1.8890012535515708,-0.02180195000387869,-0.0195390474935569
400,reit,20,hrp,-0.0008836930630939836,-0.0007999711651498866,0.010679443324256833,0.010369380259679276,-1.3135696361339833,-1.2246776794785872,-0.02524210490853465,-0.024768569999574525
400,reit,20,schur,-0.0009905605409638888,-0.0009323705664305013,0.011182414582666398,0.010941733424527032,-1.4061955030748716,-1.3527037551482834,-0.026249955975098906,-0.025858363283797727
401,reit,18,hrp,0.0006199060540552116,0.0006634514093597915,0.010153576025543393,0.010112954112573248,0.9691859800689354,1.0414330471205953,-0.025236264619139245,-0.025056338612427037
401,reit,18,schur,0.0005672111299981321,0.0006046591026993951,0.009988999210539529,0.009846695381375207,0.9014113781846599,0.9748108690799994,-0.02492990988432756,-0.024411840159432326
402,sp500,14,hrp,-0.00018739364747966325,-0.00032020669580078094,0.008122523309020633,0.008030317929232299,-0.3662386450431314,-0.6329915896425048,-0.016032589102454524,-0.015231956342424665
402,sp500,14,schur,-0.00022987691090780506,-0.00037327179199218754,0.008063226098792066,0.007923743522793687,-0.4525710659475983,-0.747816481090669,-0.016279709361022,-0.015531302307128906
403,sp500,28,hrp,0.0011087781654156583,0.0011526313359375001,0.008267778467673332,0.008105776011308775,2.128904127969804,2.257335409201652,-0.01778171607564971,-0.016760728367396758
403,sp500,28,schur,0.001008778253620896,0.00099520650390625,0.008233786487203415,0.008030648562021752,1.9448959901296483,1.9672649541225213,-0.017793979887336817,-0.0161457332850865
404,sp500,36,hrp,0.0003396764753152989,0.00037863194873046874,0.005282868628296465,0.005054356191185397,1.0206948646304492,1.1891911889925209,-0.011419010488420893,-0.011001559875488282
404,sp500,36,schur,0.00043777653263750893,0.0004678408276367188,0.005271516239932002,0.005107795326011503,1.318308944669711,1.454001663049336,-0.010943798189748225,-0.010685315926688057
405,reit,13,hrp,0.001135216185784113,0.0009467480819122882,0.010944056472041561,0.009977222301291043,1.646647046944435,1.5063470994185606,-0.022768992237519502,-0.01965464206269511
405,reit,13,schur,0.0010772620026499198,0.0009117812071935832,0.010852346846199143,0.01001514892192045,1.5757885715950832,1.4452184444645682,-0.022738629628529315,-0.019888103855527226
406,reit,14,hrp,-0.0004416915092053204,-0.00038761808997204734,0.013644847113703016,0.012210589289555714,-0.5138669036720037,-0.5039270646567843,-0.03132838468667864,-0.027780178326886906
406,reit,14,schur,-0.0004097323738211334,-0.00035545451088993463,0.013215938393456849,0.01194429590725187,-0.4921557287644041,-0.4724150735280521,-0.03037050223242987,-0.02707017394491704
407,sp500,17,hrp,0.0006884766465084608,0.0006849410288085939,0.009222361110050791,0.008483953008478443,1.185079158189945,1.2816079649389336,-0.018917506502357895,-0.017061094717843193
407,sp500,17,schur,0.0005638894465540791,0.0005306487490234371,0.00959744328810472,0.008923185100017259,0.9326929252283566,0.9440337330495329,-0.019977335188795655,-0.018149091770717076
408,reit,17,hrp,0.0012365933157949059,0.0011182189799547224,0.009913084723047732,0.009565097613506563,1.9802423632543353,1.8558280020654718,-0.020036496426733975,-0.01901993303247515
408,reit,17,schur,0.0013762136104608592,0.0014603224648660124,0.009958208079667909,0.009527111844149512,2.193839856559722,2.4332558319039466,-0.019915885003155696,-0.01878323724822124
409,reit,16,hrp,-0.0003151658034044881,9.2808132679412e-05,0.009287379807847508,0.008755827605215809,-0.5386989795693993,0.1682631840999743,-0.018016281208517577,-0.016583659818441367
409,reit,16,schur,-0.00043484569670186054,-0.00017458752209724814,0.009472668980522994,0.008873295299829113,-0.7287240214085194,-0.3123406693068414,-0.018307399333441655,-0.016921777265765388
410,reit,21,hrp,0.00031985847803194737,0.00029085206771553503,0.007580931184962353,0.007324660047936658,0.6697852548405782,0.6303546385345188,-0.017293040348223022,-0.016470818995554443
410,reit,21,schur,0.00038527039791871073,0.00041403991662439433,0.007578758350203545,0.007351498917801486,0.8069894407284506,0.8940598355441225,-0.016544989409798243,-0.015571371227073607
411,sp500,26,hrp,0.00034485281260501045,0.0002984537958984375,0.006927668127282943,0.0066523242107402875,0.7902180915515616,0.7122032812372104,-0.018254738502129646,-0.017315821576799666
411,sp500,26,schur,0.0003273921173034205,0.0002834830634765626,0.006683665869236521,0.006501201656910066,0.7775955356248382,0.6922034354007711,-0.017474988209057452,-0.016657740931919643
412,sp500,12,hrp,0.0006012852856923126,0.0005267481411132814,0.00788603512422164,0.007801638419892332,1.2103811164051608,1.0718091584950948,-0.018312040016131497,-0.01773302964564732
412,sp500,12,schur,0.0005836827728888512,0.0005098690410156251,0.007684886639020556,0.007575175653204331,1.205701164497578,1.0684795274689443,-0.01785790736520992,-0.01755498123604911
413,sp500,30,hrp,9.448467206896167e-05,8.524912304687488e-05,0.005556181362191873,0.005668316368285604,0.26995117189984613,0.23874600260174966,-0.01267546682955612,-0.013378679085867744
413,sp500,30,schur,2.719598824024616e-05,-1.0004073242187535e-05,0.0056716379447848625,0.0058926691200407244,0.07611962072630978,-0.026950391434488966,-0.01257414500682122,-0.013379530116489955
414,sp500,36,hrp,-0.0008443154181931348,-0.0007161529423828125,0.012816358851244507,0.012186097518814167,-1.0457799990921548,-0.932913551679736,-0.029468898289574115,-0.02785719861711775
414,sp500,36,schur,-0.0007101010300183452,-0.00054500027734375,0.012838239912284513,0.012050147131107707,-0.8780412629748264,-0.7179672659383916,-0.02932343199536754,-0.027435164376395083
415,reit,13,hrp,0.001283324096675573,0.0012287197474275945,0.007190980143686664,0.007427315335959116,2.8330127549701043,2.6261603841822443,-0.01249619546131577,-0.01379499868688619
415,reit,13,schur,0.002979984381391277,0.003687651211607466,0.019510799550953185,0.02651460466220757,2.424594921421186,2.207826551175979,-0.0348917534251124,-0.048293091149440213
416,sp500,29,hrp,0.00045233683925917286,0.000491389884765625,0.008307492733407135,0.008072963110080348,0.8643552204627258,0.9662589169316228,-0.01960632940551834,-0.01854957143729074
416,sp500,29,schur,0.0005950469430636592,0.0006865811748046875,0.008395248426172664,0.008079373992364748,1.1251694886223065,1.3490077660287327,-0.019974500248463666,-0.018540667759486606
417,sp500,29,hrp,-0.00035710496055455345,-0.000360744224609375,0.011336537204161919,0.011383226311697837,-0.5000526530595334,-0.5030767969033954,-0.026150094543923835,-0.025677857849121095
417,sp500,29,schur,-0.0003828362289600994,-0.00032305020312500024,0.01137204255725439,0.011208403634394647,-0.5344103047071715,-0.4575373227110662,-0.026207083087308954,-0.025385527980259483
418,reit,14,hrp,0.0004999366725655774,0.0004332434457782943,0.010945556077733868,0.010578269812771728,0.7250658244291749,0.6501560850494437,-0.025420859712741987,-0.024741559682476908
418,reit,14,schur,0.000689984802710882,0.000717457625456556,0.011037027215430945,0.010598692861674674,0.9924021173933549,1.0745935246688745,-0.02628322098082721,-0.025241256769514296
419,reit,22,hrp,0.0005656670918979964,0.0008130303946965476,0.00918941930318956,0.00822184771331824,0.9771767294343123,1.5697757786629718,-0.020850229132946787,-0.01719955097948843
419,reit,22,schur,0.0004816558018262358,0.0006425978584574965,0.009487308881300883,0.008377404563674045,0.8059238832259215,1.2176712586187362,-0.02145867157644457,-0.018534652345854257
420,sp500,22,hrp,-1.3872673210603038e-05,-8.021152832031238e-05,0.006808187864840128,0.006785245195889799,-0.032346619156449055,-0.18765991508561639,-0.014884388885587392,-0.0143479193812779
420,sp500,22,schur,-3.0415024857161667e-05,-9.93951757812501e-05,0.006986514625399691,0.006993492089520821,-0.06910792823592833,-0.22561682770539007,-0.014870526759058492,-0.014300329153878346
421,reit,24,hrp,0.0008006537100429063,0.0009049101335777334,0.005226973305733664,0.005160676000222971,2.4316144114197846,2.7835506498049636,-0.010790359100207874,-0.009958625491099576
421,reit,24,schur,0.0007658764834118941,0.0008583777800354517,0.005001454973579165,0.0048507498815413014,2.4308750803174464,2.809117178636174,-0.010321952176759106,-0.009290769285115602
422,reit,13,hrp,0.0003882722194224025,0.0006625415958963267,0.010602200994651898,0.010631401287896832,0.5813538532829003,0.9892883817525279,-0.023120763624756766,-0.021734799407314154
422,reit,13,schur,0.00022053179296779602,0.00041658761386894645,0.010729218636188753,0.010433271641286502,0.3262897141873696,0.6338494367608317,-0.024701536646930283,-0.02257400256415523
423,sp500,21,hrp,0.0005066347349244142,0.0004301355986328126,0.01152685822476151,0.010606175018474115,0.6977249939333909,0.6437939155460263,-0.02279978584805779,-0.02088240676443917
423,sp500,21,schur,0.00037229428910729676,0.00028306249511718753,0.011605484232840855,0.010712244412069628,0.5092410193726368,0.41947118013422274,-0.022801238260013196,-0.021035405125209267
424,sp500,15,hrp,0.00045997221012285895,0.0005277368779296875,0.012591570851195107,0.011755901890233638,0.5798984538312746,0.7126261598897311,-0.02135979646763711,-0.02031911526925223
424,sp500,15,schur,0.00044275247436563193,0.0005092591030273439,0.012501608030115182,0.01170067909203091,0.5622058874545451,0.6909203793601213,-0.021092524496601595,-0.01980492577253069
425,reit,22,hrp,0.0006499667067842026,0.000637545748871031,0.009102067740272508,0.008829080644791943,1.1335777643231342,1.1462943213238272,-0.021708068997107248,-0.020890234618832184
425,reit,22,schur,0.0006392412404548402,0.0006174177320936836,0.009286845106136726,0.009242875950199797,1.0926897115376841,1.06040616554596,-0.022318073529775818,-0.022232237668651993
426,sp500,14,hrp,1.5548545129079942e-05,-6.762146874999991e-05,0.009324872071884495,0.009269094614432987,0.026469585862380574,-0.1158103981306937,-0.025742409887470393,-0.025614543840680803
426,sp500,14,schur,-0.00012112781988968497,-0.000187773154296875,0.00940060757168433,0.009386090775031329,-0.2045447078834562,-0.3175769856084942,-0.02605841579776878,-0.025958196515764507
427,reit,17,hrp,-0.002962847090734884,-0.0033303065364982285,0.03858308464709984,0.036078599908721365,-1.219024862293112,-1.465327852102801,-0.08203746632937627,-0.07972419996519398
427,reit,17,schur,-0.0028287936898967127,-0.003030569887479098,0.03915566417168876,0.036728207276445074,-1.1468508741353844,-1.3098598893302862,-0.08269701266875644,-0.0794613943892355
428,reit,15,hrp,-9.024729797893094e-05,-6.193982832457946e-05,0.009657420510164627,0.00930494052390117,-0.1483451445630732,-0.1056712065440467,-0.022738921222508958,-0.021789631687431612
428,reit,15,schur,-0.00010345134420690596,-7.482825846060998e-05,0.009807836391765325,0.009467959607779635,-0.16744153468747916,-0.12546122150595054,-0.023138324484172974,-0.022294236171836512
429,sp500,40,hrp,0.0016088709891202435,0.00157472912890625,0.00725633172002684,0.006957156838533126,3.5196895839675792,3.593141641682834,-0.014899801186379026,-0.013729099234444753
429,sp500,40,schur,0.0016458812294791023,0.0016155321357421875,0.007526231676327696,0.00714197015355557,3.4715320559005343,3.5908547705808727,-0.015330782436363476,-0.013965022957938058
430,sp500,19,hrp,0.00012963713907992574,0.00021563874218750003,0.009284746263068898,0.00929264353438518,0.22164588302061458,0.3683729927320265,-0.022406062878142816,-0.022467917061941966
