trial,universe,n_assets,T_in,iter,es95,l1_step,note
84,reit,16,602,2,-0.02099990870297611,0.44384765625,
84,reit,16,602,3,-0.021676473940620004,0.232421875,
84,reit,16,602,-1,,,ValueError: all target probabilities must be positive
85,sp500,28,259,0,-0.01527425335829879,nan,
85,sp500,28,259,1,-0.014165404506138393,0.35307205072241155,
85,sp500,28,259,2,-0.014213248596191405,0.3035888671875,
85,sp500,28,259,-1,,,ValueError: all target probabilities must be positive
86,reit,23,525,0,-0.029227450955706082,nan,
86,reit,23,525,1,-0.028566736264964542,0.4571558636333506,
86,reit,23,525,2,-0.02806888752200381,0.4569091796875,
86,reit,23,525,-1,,,ValueError: all target probabilities must be positive
87,reit,21,473,0,-0.03649465904967134,nan,
87,reit,21,473,1,-0.035094939572544635,0.6342168170790933,
87,reit,21,473,2,-0.03540263632633885,0.384765625,
87,reit,21,473,-1,,,ValueError: all target probabilities must be positive
88,reit,13,317,0,-0.10337928573281707,nan,
88,reit,13,317,1,-0.10781307258211816,0.3678607252247452,
88,reit,13,317,2,-0.11059999096804765,0.406494140625,
88,reit,13,317,3,-0.11043720434948698,0.2655029296875,
88,reit,13,317,-1,,,ValueError: all target probabilities must be positive
89,reit,14,446,0,-0.020494736814055718,nan,
89,reit,14,446,1,-0.01855368033152303,0.4262713069449711,
89,reit,14,446,2,-0.01712330589885835,0.4425048828125,
89,reit,14,446,3,-0.017145526059222534,0.329345703125,
89,reit,14,446,-1,,,ValueError: all target probabilities must be positive
90,reit,12,308,0,-0.03559766302399694,nan,
90,reit,12,308,1,-0.033606594622827606,0.44067566332320235,
90,reit,12,308,2,-0.03204073121218171,0.470947265625,
90,reit,12,308,-1,,,ValueError: all target probabilities must be positive
91,reit,24,648,0,-0.024252038472815228,nan,
91,reit,24,648,1,-0.02241412331528161,0.4537128491712287,
91,reit,24,648,2,-0.02114925387208069,0.3558349609375,
91,reit,24,648,3,-0.02027522574165939,0.2508544921875,
91,reit,24,648,-1,,,ValueError: all target probabilities must be positive
92,reit,16,505,0,-0.021629717340729826,nan,
92,reit,16,505,1,-0.024770129574694728,0.5223098875063698,
92,reit,16,505,2,-0.029931044975253958,0.4508056640625,
92,reit,16,505,-1,,,ValueError: all target probabilities must be positive
93,reit,15,464,0,-0.017471696724907115,nan,
93,reit,15,464,1,-0.017891516435586525,0.4217550150424693,
93,reit,15,464,2,-0.019630493624301925,0.5185546875,
93,reit,15,464,3,-0.02143744634984434,0.4171142578125,
93,reit,15,464,-1,,,ValueError: all target probabilities must be positive
94,sp500,36,472,0,-0.019167004947917222,nan,
94,sp500,36,472,1,-0.017977833871023995,0.40748056584255465,
94,sp500,36,472,2,-0.01726792401123047,0.4149169921875,
94,sp500,36,472,3,-0.017632147984095983,0.3299560546875,
94,sp500,36,472,-1,,,ValueError: all target probabilities must be positive
95,sp500,15,615,0,-0.0662450401767368,nan,
95,sp500,15,615,1,-0.06388716965157645,0.14963709734240682,
95,sp500,15,615,2,-0.06101990686035156,0.1673583984375,
95,sp500,15,615,3,-0.05788162127685548,0.1759033203125,
95,sp500,15,615,4,-0.054576341718401235,0.17578125,
95,sp500,15,615,5,-0.05143542463030134,0.1719970703125,
95,sp500,15,615,6,-0.04916094555664063,0.14306640625,
95,sp500,15,615,7,-0.04784053714425224,0.1131591796875,
95,sp500,15,615,8,-0.047966387738909044,0.088134765625,
96,reit,23,540,0,-0.11833796678525645,nan,
96,reit,23,540,1,-0.10586891973613115,0.5853529552643965,
96,reit,23,540,2,-0.10179579370340171,0.482666015625,
96,reit,23,540,-1,,,ValueError: all target probabilities must be positive
97,reit,12,558,0,-0.015934929407534822,nan,
97,reit,12,558,1,-0.014218943572732996,0.3902953287731242,
97,reit,12,558,2,-0.014491308037120176,0.4447021484375,
97,reit,12,558,3,-0.017257729377416976,0.328857421875,
97,reit,12,558,-1,,,ValueError: all target probabilities must be positive
98,sp500,39,556,0,-0.02272066504259713,nan,
98,sp500,39,556,1,-0.02214083052280971,0.31465340513459283,
98,sp500,39,556,2,-0.022512203935895644,0.28662109375,
98,sp500,39,556,3,-0.023164854125976558,0.26123046875,
98,sp500,39,556,-1,,,ValueError: all target probabilities must be positive
99,sp500,37,638,0,-0.018568937796727365,nan,
99,sp500,37,638,1,-0.01705380699811663,0.2771267505035589,
99,sp500,37,638,2,-0.016217535269601006,0.2520751953125,
99,sp500,37,638,3,-0.016134397783551895,0.2098388671875,
99,sp500,37,638,4,-0.016247122401646205,0.1783447265625,
99,sp500,37,638,-1,,,ValueError: all target probabilities must be positive
100,reit,20,675,0,-0.01718158286777578,nan,
100,reit,20,675,1,-0.019208096629870292,0.5735333443323078,
100,reit,20,675,2,-0.023263768892498565,0.4805908203125,
100,reit,20,675,-1,,,ValueError: all target probabilities must be positive
101,reit,20,460,0,-0.02403335523612214,nan,
101,reit,20,460,1,-0.025749938927711873,0.6917660280511277,
101,reit,20,460,2,-0.029346929244535382,0.5093994140625,
101,reit,20,460,-1,,,ValueError: all target probabilities must be positive
102,reit,20,356,0,-0.024708511682481976,nan,
102,reit,20,356,1,-0.025004761439785105,0.2705639649238685,
102,reit,20,356,2,-0.02542817655168373,0.251953125,
102,reit,20,356,3,-0.025816514898737524,0.210693359375,
102,reit,20,356,4,-0.026184528311421987,0.1722412109375,
102,reit,20,356,5,-0.026330517404418875,0.1488037109375,
102,reit,20,356,-1,,,ValueError: all target probabilities must be positive
103,reit,21,575,0,-0.03258997142431488,nan,
103,reit,21,575,1,-0.03427443586185181,0.3121291373313027,
103,reit,21,575,2,-0.037192621867871915,0.397705078125,
103,reit,21,575,3,-0.040590101142516495,0.3878173828125,
103,reit,21,575,4,-0.04343443766567732,0.332275390625,
103,reit,21,575,-1,,,ValueError: all target probabilities must be positive
104,reit,12,259,0,-0.03054452131678256,nan,
104,reit,12,259,1,-0.026032532392056013,0.7560571902439853,
104,reit,12,259,2,-0.024537913165629945,0.5272216796875,
104,reit,12,259,-1,,,ValueError: all target probabilities must be positive
105,sp500,12,295,0,-0.02807753491387858,nan,
105,sp500,12,295,1,-0.02776428734479632,0.13504878293089045,
105,sp500,12,295,2,-0.027708753077915736,0.15771484375,
105,sp500,12,295,3,-0.02796065738351005,0.1827392578125,
105,sp500,12,295,-1,,,ValueError: all target probabilities must be positive
106,reit,22,475,0,-0.12342427853293966,nan,
106,reit,22,475,1,-0.11449103407154904,0.590699315668886,
106,reit,22,475,2,-0.11116705149923702,0.6273193359375,
106,reit,22,475,-1,,,ValueError: all target probabilities must be positive
107,sp500,37,515,0,-0.02443305487588134,nan,
107,sp500,37,515,1,-0.024102530665806362,0.23617224304303497,
107,sp500,37,515,2,-0.02366986563546317,0.225830078125,
107,sp500,37,515,3,-0.023447273524693082,0.21923828125,
107,sp500,37,515,4,-0.023252706403459823,0.21875,
107,sp500,37,515,-1,,,ValueError: all target probabilities must be positive
108,sp500,22,627,0,-0.016492928694149183,nan,
108,sp500,22,627,1,-0.0162931003679548,0.2190808164304236,
108,sp500,22,627,2,-0.01621691863141741,0.21142578125,
108,sp500,22,627,3,-0.01647841095842634,0.216064453125,
108,sp500,22,627,4,-0.016589264927455355,0.20166015625,
108,sp500,22,627,-1,,,ValueError: all target probabilities must be positive
109,reit,13,274,0,-0.035904267555619616,nan,
109,reit,13,274,1,-0.035135386120916684,0.2005022548040175,
109,reit,13,274,2,-0.03408045728135598,0.2784423828125,
109,reit,13,274,3,-0.033575231641567845,0.3121337890625,
109,reit,13,274,4,-0.032893642005646644,0.2799072265625,
109,reit,13,274,5,-0.03278135091816537,0.2236328125,
109,reit,13,274,-1,,,ValueError: all target probabilities must be positive
110,sp500,39,345,0,-0.021444443905200124,nan,
110,sp500,39,345,1,-0.02050624962506975,0.3612377683422274,
110,sp500,39,345,2,-0.020233420976911273,0.3486328125,
110,sp500,39,345,-1,,,ValueError: all target probabilities must be positive
111,sp500,38,403,0,-0.02180489889861764,nan,
111,sp500,38,403,1,-0.021197024161202567,0.355609607775876,
111,sp500,38,403,2,-0.02123826704624721,0.3143310546875,
111,sp500,38,403,3,-0.021343572300502236,0.244384765625,
111,sp500,38,403,-1,,,ValueError: all target probabilities must be positive
112,sp500,37,474,0,-0.01839403361885738,nan,
112,sp500,37,474,1,-0.019294329554966516,0.2046786807212379,
112,sp500,37,474,2,-0.02084878003801618,0.1815185546875,
112,sp500,37,474,3,-0.022521178859165734,0.1640625,
112,sp500,37,474,4,-0.024127696524483815,0.1483154296875,
112,sp500,37,474,-1,,,ValueError: all target probabilities must be positive
113,reit,20,639,0,-0.016296934056383456,nan,
113,reit,20,639,1,-0.01673823850276514,0.4381731037789409,
113,reit,20,639,2,-0.01845283128469799,0.400390625,
113,reit,20,639,3,-0.020122749416824882,0.2779541015625,
113,reit,20,639,-1,,,ValueError: all target probabilities must be positive
114,reit,15,273,0,-0.021545244928774073,nan,
114,reit,15,273,1,-0.020596271062293312,0.4394278704205885,
114,reit,15,273,2,-0.020109446091083633,0.7979736328125,
114,reit,15,273,3,-0.0211681177600554,0.5406494140625,
114,reit,15,273,-1,,,ValueError: all target probabilities must be positive
115,sp500,34,323,0,-0.032328226455712254,nan,
115,sp500,34,323,1,-0.03180856901332311,0.5024112411716545,
115,sp500,34,323,2,-0.029970098999023444,0.5230712890625,
115,sp500,34,323,-1,,,ValueError: all target probabilities must be positive
116,sp500,33,603,0,-0.012168528625999656,nan,
116,sp500,33,603,1,-0.01151470024762835,0.22076809811580161,
116,sp500,33,603,2,-0.010980883344377789,0.2239990234375,
116,sp500,33,603,3,-0.010880415283203123,0.2203369140625,
116,sp500,33,603,4,-0.010979192234584264,0.2037353515625,
116,sp500,33,603,-1,,,ValueError: all target probabilities must be positive
117,reit,16,302,0,-0.017131854325543504,nan,
117,reit,16,302,1,-0.016983584111795024,0.5000414437293299,
117,reit,16,302,2,-0.017905053557492872,0.468994140625,
117,reit,16,302,3,-0.019378849331283875,0.27099609375,
117,reit,16,302,-1,,,ValueError: all target probabilities must be positive
118,sp500,23,578,0,-0.01625074735109026,nan,
118,sp500,23,578,1,-0.015440436061314176,0.23687543167575523,
118,sp500,23,578,2,-0.014837348031180244,0.2027587890625,
118,sp500,23,578,3,-0.01460461363874163,0.17529296875,
118,sp500,23,578,4,-0.014593808489118306,0.1690673828125,
118,sp500,23,578,-1,,,ValueError: all target probabilities must be positive
119,reit,19,512,0,-0.036092710323086315,nan,
119,reit,19,512,1,-0.036554273868700374,0.5943351462288436,
119,reit,19,512,2,-0.04223825384370563,0.5555419921875,
119,reit,19,512,3,-0.04748042996686456,0.28662109375,
119,reit,19,512,-1,,,ValueError: all target probabilities must be positive
120,reit,15,449,0,-0.023194878616116577,nan,
120,reit,15,449,1,-0.02106755557096394,0.4272469191521857,
120,reit,15,449,2,-0.02073413433476576,0.4483642578125,
120,reit,15,449,3,-0.021266702633012464,0.2972412109375,
120,reit,15,449,4,-0.02221045133492403,0.19091796875,
120,reit,15,449,-1,,,ValueError: all target probabilities must be positive
121,sp500,21,321,0,-0.02033849124709901,nan,
121,sp500,21,321,1,-0.018729521458217074,0.28873396031250687,
121,sp500,21,321,2,-0.017939016863141744,0.243896484375,
121,sp500,21,321,3,-0.017984194702148435,0.22509765625,
121,sp500,21,321,-1,,,ValueError: all target probabilities must be positive
122,reit,16,407,0,-0.017654021790831913,nan,
122,reit,16,407,1,-0.017045567788908964,0.3897097399789523,
122,reit,16,407,2,-0.01722023855363886,0.4395751953125,
122,reit,16,407,3,-0.019906052100293854,0.3519287109375,
122,reit,16,407,-1,,,ValueError: all target probabilities must be positive
123,reit,15,652,0,-0.036304858661999576,nan,
123,reit,15,652,1,-0.03488098059286605,0.4758180402197497,
123,reit,15,652,2,-0.03438253291679954,0.6165771484375,
123,reit,15,652,3,-0.034457896902750626,0.4141845703125,
123,reit,15,652,-1,,,ValueError: all target probabilities must be positive
124,sp500,35,369,0,-0.020107785154370495,nan,
124,sp500,35,369,1,-0.01938061452811105,0.2945009423230721,
124,sp500,35,369,2,-0.01922412168666295,0.2738037109375,
124,sp500,35,369,3,-0.019476547912597657,0.228759765625,
124,sp500,35,369,-1,,,ValueError: all target probabilities must be positive
125,sp500,39,609,0,-0.02882518897009651,nan,
125,sp500,39,609,1,-0.02723763310023717,0.28937902215377803,
125,sp500,39,609,2,-0.02597305503627232,0.24365234375,
125,sp500,39,609,3,-0.02468968523297991,0.19677734375,
125,sp500,39,609,-1,,,ValueError: all target probabilities must be positive
126,reit,23,615,0,-0.020982655695759633,nan,
126,reit,23,615,1,-0.02059258886993404,0.4993958698517297,
126,reit,23,615,2,-0.025299508545051256,0.4510498046875,
126,reit,23,615,3,-0.03358816470763941,0.3211669921875,
126,reit,23,615,-1,,,ValueError: all target probabilities must be positive
127,reit,12,702,0,-0.013589427197379692,nan,
127,reit,12,702,1,-0.012059754300231948,0.4111975252424225,
127,reit,12,702,2,-0.01257276744393294,0.3671875,
127,reit,12,702,-1,,,ValueError: all target probabilities must be positive
128,sp500,18,306,0,-0.01720012326636421,nan,
128,sp500,18,306,1,-0.01641838438197545,0.24089342783122297,
128,sp500,18,306,2,-0.016058987906319756,0.2537841796875,
128,sp500,18,306,3,-0.016231623988560265,0.2447509765625,
128,sp500,18,306,4,-0.01667821296037946,0.221435546875,
128,sp500,18,306,-1,,,ValueError: all target probabilities must be positive
129,reit,19,604,0,-0.02341570920194147,nan,
129,reit,19,604,1,-0.02392885092472839,0.3614227821959163,
129,reit,19,604,2,-0.02430796602324615,0.414306640625,
129,reit,19,604,3,-0.024285750155076585,0.3199462890625,
129,reit,19,604,-1,,,ValueError: all target probabilities must be positive
130,sp500,20,625,0,-0.01560445394817962,nan,
130,sp500,20,625,1,-0.016358386788504466,0.16051837037184552,
130,sp500,20,625,2,-0.017353290736607144,0.1734619140625,
130,sp500,20,625,3,-0.018257938868931362,0.1763916015625,
130,sp500,20,625,4,-0.01930900862339565,0.1759033203125,
130,sp500,20,625,-1,,,ValueError: all target probabilities must be positive
131,sp500,34,664,0,-0.023748182836479288,nan,
131,sp500,34,664,1,-0.022786707877022878,0.14858385774820648,
131,sp500,34,664,2,-0.02188726134381976,0.1485595703125,
131,sp500,34,664,3,-0.02121070113699777,0.142822265625,
131,sp500,34,664,4,-0.020698143092564177,0.1435546875,
131,sp500,34,664,5,-0.020338366376604352,0.134521484375,
131,sp500,34,664,-1,,,ValueError: all target probabilities must be positive
132,sp500,20,728,0,-0.019425782081418173,nan,
132,sp500,20,728,1,-0.01930921911621094,0.23245542503689862,
132,sp500,20,728,2,-0.019099949462890623,0.306396484375,
132,sp500,20,728,3,-0.01876003547014509,0.3310546875,
132,sp500,20,728,4,-0.018718045968191963,0.292236328125,
132,sp500,20,728,-1,,,ValueError: all target probabilities must be positive
133,sp500,31,533,0,-0.01951790074599744,nan,
133,sp500,31,533,1,-0.018860712480817523,0.301274309156359,
133,sp500,31,533,2,-0.018505421840122768,0.25244140625,
133,sp500,31,533,3,-0.018350415344238282,0.1708984375,
133,sp500,31,533,-1,,,ValueError: all target probabilities must be positive
134,reit,17,654,0,-0.048477047643918594,nan,
134,reit,17,654,1,-0.045538065654936184,0.3991596092091275,
134,reit,17,654,2,-0.04224662907930738,0.514404296875,
134,reit,17,654,3,-0.040613406843973895,0.4332275390625,
134,reit,17,654,-1,,,ValueError: all target probabilities must be positive
135,sp500,19,377,0,-0.08604793154221434,nan,
135,sp500,19,377,1,-0.0850948545096261,0.16742805180979953,
135,sp500,19,377,2,-0.08440059817940847,0.1651611328125,
135,sp500,19,377,3,-0.08420293584333147,0.1583251953125,
135,sp500,19,377,4,-0.08433440526471818,0.1412353515625,
135,sp500,19,377,5,-0.0846222407662528,0.1297607421875,
135,sp500,19,377,6,-0.08497325606863838,0.1021728515625,
135,sp500,19,377,-1,,,ValueError: all target probabilities must be positive
136,reit,25,547,0,-0.023725792909378447,nan,
136,reit,25,547,1,-0.021365028359657305,0.5022687739744712,
136,reit,25,547,2,-0.01935901300952985,0.521484375,
136,reit,25,547,-1,,,ValueError: all target probabilities must be positive
137,reit,22,326,0,-0.03704113024925389,nan,
137,reit,22,326,1,-0.03556382974583437,0.6057440319257361,
137,reit,22,326,2,-0.03578883401018209,0.56005859375,
137,reit,22,326,-1,,,ValueError: all target probabilities must be positive
138,reit,21,501,0,-0.09254800364531615,nan,
138,reit,21,501,1,-0.09166008876648139,0.3715626012032128,
138,reit,21,501,2,-0.0906919379561618,0.40283203125,
138,reit,21,501,3,-0.08998999148032297,0.328369140625,
138,reit,21,501,-1,,,ValueError: all target probabilities must be positive
139,sp500,12,309,0,-0.02145601109272392,nan,
139,sp500,12,309,1,-0.019685915806361608,0.34948030820658355,
139,sp500,12,309,2,-0.01964649405343192,0.315185546875,
139,sp500,12,309,3,-0.0218109727608817,0.2486572265625,
139,sp500,12,309,-1,,,ValueError: all target probabilities must be positive
140,reit,19,251,0,-0.03398626058912452,nan,
140,reit,19,251,1,-0.03324850629228898,0.29618681221787735,
140,reit,19,251,2,-0.03235982907043939,0.342041015625,
140,reit,19,251,3,-0.03164154732595347,0.3165283203125,
140,reit,19,251,4,-0.0312850807517336,0.2303466796875,
140,reit,19,251,-1,,,ValueError: all target probabilities must be positive
141,reit,22,366,0,-0.02823601571771604,nan,
141,reit,22,366,1,-0.026430165276956942,0.5202834029900466,
141,reit,22,366,2,-0.025649235806231407,0.5250244140625,
141,reit,22,366,3,-0.026211925017158983,0.3607177734375,
141,reit,22,366,-1,,,ValueError: all target probabilities must be positive
142,sp500,30,746,0,-0.02383505189940485,nan,
142,sp500,30,746,1,-0.02443372562081473,0.4327984197663104,
142,sp500,30,746,2,-0.02574662381417411,0.372802734375,
142,sp500,30,746,-1,,,ValueError: all target probabilities must be positive
143,reit,15,369,0,-0.020361419152903203,nan,
143,reit,15,369,1,-0.019628496956167085,0.29529265740496946,
143,reit,15,369,2,-0.018651010532338252,0.3350830078125,
143,reit,15,369,3,-0.018167940766610595,0.3057861328125,
143,reit,15,369,4,-0.018292397601810055,0.272705078125,
143,reit,15,369,-1,,,ValueError: all target probabilities must be positive
144,sp500,22,729,0,-0.025934209280097868,nan,
144,sp500,22,729,1,-0.025112247105189733,0.15252776875497817,
144,sp500,22,729,2,-0.024337195704868864,0.1513671875,
144,sp500,22,729,3,-0.023628875122070313,0.1517333984375,
144,sp500,22,729,4,-0.02317272100830078,0.1414794921875,
144,sp500,22,729,5,-0.02300359965297154,0.126953125,
144,sp500,22,729,6,-0.023109348257882252,0.1163330078125,
144,sp500,22,729,7,-0.02324451502336775,0.1072998046875,
144,sp500,22,729,-1,,,ValueError: all target probabilities must be positive
145,sp500,38,446,0,-0.014748475221960948,nan,
145,sp500,38,446,1,-0.013743568873814173,0.25087212951000715,
145,sp500,38,446,2,-0.013108617597307479,0.2498779296875,
145,sp500,38,446,3,-0.012741330226353237,0.23486328125,
145,sp500,38,446,-1,,,ValueError: all target probabilities must be positive
146,sp500,18,450,0,-0.018619205037458886,nan,
146,sp500,18,450,1,-0.018458971662248885,0.13304895010626658,
146,sp500,18,450,2,-0.0185623381086077,0.1466064453125,
146,sp500,18,450,3,-0.01906513055419922,0.1558837890625,
146,sp500,18,450,4,-0.02031563521030971,0.170654296875,
146,sp500,18,450,5,-0.021895962254115515,0.1876220703125,
146,sp500,18,450,6,-0.02381545463344029,0.1788330078125,
146,sp500,18,450,-1,,,ValueError: all target probabilities must be positive
147,reit,18,459,0,-0.026674332214648166,nan,
147,reit,18,459,1,-0.025704154741535267,0.36309842336636705,
147,reit,18,459,2,-0.024180718245686593,0.4825439453125,
147,reit,18,459,-1,,,ValueError: all target probabilities must be positive
148,reit,18,709,0,-0.020707889757891236,nan,
148,reit,18,709,1,-0.020829478787696674,0.4438886591034412,
148,reit,18,709,2,-0.020561168060280598,0.480712890625,
148,reit,18,709,3,-0.019946301657687553,0.33154296875,
148,reit,18,709,-1,,,ValueError: all target probabilities must be positive
149,sp500,14,569,0,-0.05327223563460352,nan,
149,sp500,14,569,1,-0.05375475893729074,0.3761993876996178,
149,sp500,14,569,2,-0.05677341233607701,0.3990478515625,
149,sp500,14,569,3,-0.06280535934012278,0.3760986328125,
149,sp500,14,569,-1,,,ValueError: all target probabilities must be positive
150,sp500,38,574,0,-0.018561475626159875,nan,
150,sp500,38,574,1,-0.018260076433454238,0.33966645819609803,
150,sp500,38,574,2,-0.01848587211390904,0.3251953125,
150,sp500,38,574,3,-0.018918193071637834,0.2470703125,
150,sp500,38,574,4,-0.019384905822753904,0.1646728515625,
150,sp500,38,574,-1,,,ValueError: all target probabilities must be positive
151,sp500,13,602,0,-0.02198912446403704,nan,
151,sp500,13,602,1,-0.019567627912248885,0.22374377483706442,
151,sp500,13,602,2,-0.0174112707257952,0.247314453125,
151,sp500,13,602,3,-0.016472419058663503,0.262451171875,
151,sp500,13,602,4,-0.016321038146972656,0.2562255859375,
151,sp500,13,602,-1,,,ValueError: all target probabilities must be positive
152,sp500,39,603,0,-0.0242116397926567,nan,
152,sp500,39,603,1,-0.023092582188197545,0.25463393196064127,
152,sp500,39,603,2,-0.02262755055454799,0.2718505859375,
152,sp500,39,603,3,-0.022603537248883927,0.26318359375,
152,sp500,39,603,4,-0.022654003383091516,0.2467041015625,
152,sp500,39,603,-1,,,ValueError: all target probabilities must be positive
153,reit,14,276,0,-0.02829467324016433,nan,
153,reit,14,276,1,-0.026648832292867873,0.5022108512905555,
153,reit,14,276,2,-0.025660516392381337,0.4666748046875,
153,reit,14,276,3,-0.025609232282951026,0.26220703125,
153,reit,14,276,-1,,,ValueError: all target probabilities must be positive
154,sp500,16,613,0,-0.024931426546166778,nan,
154,sp500,16,613,1,-0.023837750252859936,0.14103624576594245,
154,sp500,16,613,2,-0.02260353281075614,0.1468505859375,
154,sp500,16,613,3,-0.021283179879324775,0.1495361328125,
154,sp500,16,613,4,-0.01997690699986049,0.13818359375,
154,sp500,16,613,5,-0.018731340550013954,0.1265869140625,
154,sp500,16,613,6,-0.0177346937953404,0.1038818359375,
154,sp500,16,613,7,-0.017051306222098214,0.0830078125,
154,sp500,16,613,8,-0.01654553709193638,0.06884765625,
155,reit,24,706,0,-0.021584614720117554,nan,
155,reit,24,706,1,-0.017749376421679838,0.5638713590525943,
155,reit,24,706,2,-0.017506263869566736,0.443603515625,
155,reit,24,706,-1,,,ValueError: all target probabilities must be positive
156,sp500,26,297,0,-0.01220751279139212,nan,
156,sp500,26,297,1,-0.011935891680036273,0.26358191139014314,
156,sp500,26,297,2,-0.012159084350585938,0.26904296875,
156,sp500,26,297,3,-0.01272234148297991,0.288818359375,
156,sp500,26,297,-1,,,ValueError: all target probabilities must be positive
157,reit,14,288,0,-0.022576544875561683,nan,
157,reit,14,288,1,-0.020703495983249227,0.623999862639164,
157,reit,14,288,2,-0.019596127141450426,0.5440673828125,
157,reit,14,288,-1,,,ValueError: all target probabilities must be positive
158,reit,18,601,0,-0.023091412662152224,nan,
158,reit,18,601,1,-0.019392893336803694,0.5418853367331653,
158,reit,18,601,2,-0.021220438779764213,0.531494140625,
158,reit,18,601,-1,,,ValueError: all target probabilities must be positive
159,sp500,30,297,0,-0.03273917226029876,nan,
159,sp500,30,297,1,-0.03088233744594029,0.3532829761249856,
159,sp500,30,297,2,-0.0297225327671596,0.299560546875,
159,sp500,30,297,3,-0.02936786039515904,0.215087890625,
159,sp500,30,297,4,-0.029315546718052456,0.148681640625,
159,sp500,30,297,-1,,,ValueError: all target probabilities must be positive
160,reit,19,733,0,-0.01717266013024579,nan,
160,reit,19,733,1,-0.017586852176841843,0.5459657910388109,
160,reit,19,733,2,-0.019942347417782672,0.4849853515625,
160,reit,19,733,3,-0.021234979952317705,0.312255859375,
160,reit,19,733,-1,,,ValueError: all target probabilities must be positive
161,sp500,17,652,0,-0.024544154626523113,nan,
161,sp500,17,652,1,-0.02374806046840123,0.22854771878369937,
161,sp500,17,652,2,-0.02312085303606306,0.21875,
161,sp500,17,652,3,-0.023015082310267856,0.19384765625,
161,sp500,17,652,4,-0.02305963409423828,0.170654296875,
161,sp500,17,652,5,-0.023357155604771203,0.1568603515625,
161,sp500,17,652,-1,,,ValueError: all target probabilities must be positive
162,sp500,22,264,0,-0.0188282525830409,nan,
162,sp500,22,264,1,-0.018142109967912944,0.31194517047263415,
162,sp500,22,264,2,-0.017889126517159595,0.31591796875,
162,sp500,22,264,3,-0.018182039088657925,0.2900390625,
162,sp500,22,264,4,-0.018718564671107697,0.258056640625,
162,sp500,22,264,-1,,,ValueError: all target probabilities must be positive
163,reit,16,549,0,-0.028168513386247904,nan,
163,reit,16,549,1,-0.02531263399735837,0.5643517026472086,
163,reit,16,549,2,-0.023733537588953753,0.5067138671875,
163,reit,16,549,-1,,,ValueError: all target probabilities must be positive
164,reit,14,543,0,-0.015288913371381848,nan,
164,reit,14,543,1,-0.015062382418582057,0.22224727797091076,
164,reit,14,543,2,-0.014942310355607183,0.266845703125,
164,reit,14,543,3,-0.014854865959511616,0.256103515625,
164,reit,14,543,4,-0.014874026313087731,0.230712890625,
164,reit,14,543,-1,,,ValueError: all target probabilities must be positive
165,sp500,26,644,0,-0.014855660845895537,nan,
165,sp500,26,644,1,-0.01585329098074777,0.280955599694598,
165,sp500,26,644,2,-0.016754285234723772,0.23193359375,
165,sp500,26,644,3,-0.017540478541782922,0.2135009765625,
165,sp500,26,644,-1,,,ValueError: all target probabilities must be positive
166,reit,13,586,0,-0.03921031137031258,nan,
166,reit,13,586,1,-0.03443748319287379,0.6280074158368478,
166,reit,13,586,2,-0.02968756420509911,0.6409912109375,
166,reit,13,586,-1,,,ValueError: all target probabilities must be positive
167,reit,20,469,0,-0.01893423438826362,nan,
167,reit,20,469,1,-0.017890528854600428,0.49856003864022697,
167,reit,20,469,2,-0.017308694363832516,0.38134765625,
167,reit,20,469,3,-0.01749654917988317,0.245361328125,
167,reit,20,469,-1,,,ValueError: all target probabilities must be positive
168,reit,24,469,0,-0.019289740983531267,nan,
168,reit,24,469,1,-0.018256663700098773,0.5534407775032635,
168,reit,24,469,2,-0.019691177438732034,0.4583740234375,
168,reit,24,469,3,-0.021775916333929328,0.244873046875,
168,reit,24,469,-1,,,ValueError: all target probabilities must be positive
169,sp500,25,487,0,-0.011230452926892983,nan,
169,sp500,25,487,1,-0.011592706438337055,0.15470638238752094,
169,sp500,25,487,2,-0.012000250898088729,0.1680908203125,
169,sp500,25,487,3,-0.012474594700404575,0.180419921875,
169,sp500,25,487,4,-0.012914408656529017,0.18212890625,
169,sp500,25,487,5,-0.01337113671875,0.184814453125,
169,sp500,25,487,6,-0.01390188898577009,0.1661376953125,
169,sp500,25,487,7,-0.014387480573381696,0.133056640625,
169,sp500,25,487,-1,,,ValueError: all target probabilities must be positive
170,sp500,24,533,0,-0.012201416288489116,nan,
170,sp500,24,533,1,-0.012344518493652343,0.2513919125154346,
170,sp500,24,533,2,-0.013039580705915179,0.23681640625,
170,sp500,24,533,3,-0.014596380353655134,0.1868896484375,
170,sp500,24,533,-1,,,ValueError: all target probabilities must be positive
171,reit,17,391,0,-0.012990250171317311,nan,
171,reit,17,391,1,-0.012714571676761545,0.47014177054647405,
171,reit,17,391,2,-0.013264417234931908,0.452880859375,
171,reit,17,391,-1,,,ValueError: all target probabilities must be positive
172,reit,17,258,0,-0.015175162077479851,nan,
172,reit,17,258,1,-0.013090118167506671,0.483242912994151,
172,reit,17,258,2,-0.014436670735691331,0.392333984375,
172,reit,17,258,3,-0.01694070775158636,0.2520751953125,
172,reit,17,258,-1,,,ValueError: all target probabilities must be positive
173,reit,16,285,0,-0.018030446046292708,nan,
173,reit,16,285,1,-0.015992379797879895,0.36332512456457366,
173,reit,16,285,2,-0.014754350659053353,0.353515625,
173,reit,16,285,3,-0.01388263220990106,0.2928466796875,
