trial,universe,n_assets,T_in,T_out,start_idx,seriation,F,base_es95,repair_es95,gain,note
1035,sp500,14,384,125,316,fiedler,2,-0.014432984225639973,-0.013966146065848214,0.0004668381597917586,
1035,sp500,14,384,125,316,classical,0,-0.01430825073343023,-0.013592237034388948,0.0007160136990412812,
1035,sp500,14,384,125,316,classical,1,-0.01430825073343023,-0.013536601013183592,0.0007716497202466376,
1035,sp500,14,384,125,316,classical,2,-0.01430825073343023,-0.014451230564662387,-0.00014297983123215743,
1036,sp500,35,700,125,1540,fiedler,0,-0.020581112706579058,-0.021954257341657363,-0.0013731446350783057,
1036,sp500,35,700,125,1540,fiedler,1,-0.020581112706579058,-0.02199631452287947,-0.0014152018163004106,
1036,sp500,35,700,125,1540,fiedler,2,-0.020581112706579058,-0.022154890023367745,-0.0015737773167886875,
1036,sp500,35,700,125,1540,classical,0,-0.020406545307599132,-0.021752085466657366,-0.0013455401590582346,
1036,sp500,35,700,125,1540,classical,1,-0.020406545307599132,-0.021979807939801897,-0.0015732626322027647,
1036,sp500,35,700,125,1540,classical,2,-0.020406545307599132,-0.021846070992606024,-0.001439525685006892,
1037,sp500,20,271,125,519,fiedler,0,-0.010544971467655425,-0.009732185407366072,0.0008127860602893527,
1037,sp500,20,271,125,519,fiedler,1,-0.010544971467655425,-0.01024005602155413,0.00030491544610129415,
1037,sp500,20,271,125,519,fiedler,2,-0.010544971467655425,-0.010610412257603234,-6.54407899478085e-05,
1037,sp500,20,271,125,519,classical,0,-0.010117683302115113,-0.009433762050083705,0.0006839212520314084,
1037,sp500,20,271,125,519,classical,1,-0.010117683302115113,-0.009915897487095425,0.00020178581501968836,
1037,sp500,20,271,125,519,classical,2,-0.010117683302115113,-0.010251887642996652,-0.0001342043408815389,
1038,sp500,24,684,125,1454,fiedler,0,-0.02792187754417356,-0.02814866084507534,-0.00022678330090177695,
1038,sp500,24,684,125,1454,fiedler,1,-0.02792187754417356,-0.028521047668457027,-0.000599170124283465,
1038,sp500,24,684,125,1454,fiedler,2,-0.02792187754417356,-0.02836888331821987,-0.00044700577404631,
1038,sp500,24,684,125,1454,classical,0,-0.027214412611764365,-0.027152459847586498,6.195276417786735e-05,
1038,sp500,24,684,125,1454,classical,1,-0.027214412611764365,-0.027752231035505025,-0.0005378184237406596,
1038,sp500,24,684,125,1454,classical,2,-0.027214412611764365,-0.02769327780587333,-0.00047886519410896347,
1039,reit,12,721,125,1757,fiedler,0,-0.04082957632395789,-0.039286239296478245,0.0015433370274796424,
1039,reit,12,721,125,1757,fiedler,1,-0.04082957632395789,-0.04143406465635778,-0.0006044883323998926,
1039,reit,12,721,125,1757,fiedler,2,-0.04082957632395789,-0.04146714724385211,-0.0006375709198942203,
1039,reit,12,721,125,1757,classical,0,-0.04022659014625846,-0.037788156324494226,0.002438433821764237,
1039,reit,12,721,125,1757,classical,1,-0.04022659014625846,-0.04158185597696799,-0.0013552658307095233,
1039,reit,12,721,125,1757,classical,2,-0.04022659014625846,-0.0413059622060735,-0.001079372059815037,
1040,reit,12,515,125,640,fiedler,0,-0.02094747258964016,-0.020571931809772633,0.0003755407798675288,
1040,reit,12,515,125,640,fiedler,1,-0.02094747258964016,-0.020357606022598024,0.0005898665670421369,
1040,reit,12,515,125,640,fiedler,2,-0.02094747258964016,-0.020419941506797427,0.0005275310828427339,
1040,reit,12,515,125,640,classical,0,-0.02066788041640941,-0.020003497055032966,0.0006643833613764437,
1040,reit,12,515,125,640,classical,1,-0.02066788041640941,-0.019980469727986165,0.0006874106884232449,
1040,reit,12,515,125,640,classical,2,-0.02066788041640941,-0.020322773198168494,0.00034510721824091567,
1041,reit,18,625,125,4657,fiedler,0,-0.046011216634880815,-0.04477722016150194,0.001233996473378872,
1041,reit,18,625,125,4657,fiedler,1,-0.046011216634880815,-0.04786452612055699,-0.0018533094856761773,
1041,reit,18,625,125,4657,fiedler,2,-0.046011216634880815,-0.04573359998013355,0.0002776166547472647,
1041,reit,18,625,125,4657,classical,0,-0.04315093017638216,-0.04169379838431957,0.0014571317920625895,
1041,reit,18,625,125,4657,classical,1,-0.04315093017638216,-0.0460776079393697,-0.002926677762987537,
1041,reit,18,625,125,4657,classical,2,-0.04315093017638216,-0.045794050287698784,-0.0026431201113166214,
1042,reit,15,411,125,4919,fiedler,0,-0.028806635320478724,-0.02848057457860107,0.0003260607418776526,
1042,reit,15,411,125,4919,fiedler,1,-0.028806635320478724,-0.0309716052913579,-0.002164969970879175,
1042,reit,15,411,125,4919,fiedler,2,-0.028806635320478724,-0.030070021310390552,-0.0012633859899118284,
1042,reit,15,411,125,4919,classical,0,-0.028998669933608147,-0.029910135878180217,-0.0009114659445720701,
1042,reit,15,411,125,4919,classical,1,-0.028998669933608147,-0.032891496832463826,-0.0038928268988556794,
1042,reit,15,411,125,4919,classical,2,-0.028998669933608147,-0.03315838579525306,-0.0041597158616449165,
1043,reit,19,566,125,1906,fiedler,0,-0.03314110317494458,-0.0288281474021968,0.004312955772747779,
1043,reit,19,566,125,1906,fiedler,1,-0.03314110317494458,-0.032704150718547306,0.00043695245639727154,
1043,reit,19,566,125,1906,fiedler,2,-0.03314110317494458,-0.0337072018490163,-0.000566098674071723,
1043,reit,19,566,125,1906,classical,0,-0.0339469009752715,-0.0314239249303507,0.0025229760449207994,
1043,reit,19,566,125,1906,classical,1,-0.0339469009752715,-0.03520986763595691,-0.0012629666606854134,
1043,reit,19,566,125,1906,classical,2,-0.0339469009752715,-0.03529498495783908,-0.0013480839825675828,
1044,sp500,21,643,125,576,fiedler,0,-0.024920159957311894,-0.024334650905064172,0.0005855090522477215,
1044,sp500,21,643,125,576,fiedler,1,-0.024920159957311894,-0.024624187029157363,0.0002959729281545309,
1044,sp500,21,643,125,576,fiedler,2,-0.024920159957311894,-0.024625376970563616,0.0002947829867482772,
1044,sp500,21,643,125,576,classical,0,-0.024922574807043744,-0.02461362394496373,0.0003089508620800138,
1044,sp500,21,643,125,576,classical,1,-0.024922574807043744,-0.024796491123744425,0.00012608368329931896,
1044,sp500,21,643,125,576,classical,2,-0.024922574807043744,-0.02473747232491629,0.00018510248212745203,
1045,reit,16,438,125,885,fiedler,0,-0.017752925246280325,-0.016953584722708994,0.0007993405235713312,
1045,reit,16,438,125,885,fiedler,1,-0.017752925246280325,-0.016941860012901235,0.0008110652333790901,
1045,reit,16,438,125,885,fiedler,2,-0.017752925246280325,-0.017042994444256977,0.000709930802023348,
1045,reit,16,438,125,885,classical,0,-0.018005975646739152,-0.018062351734219894,-5.637608748074174e-05,
1045,reit,16,438,125,885,classical,1,-0.018005975646739152,-0.01769750244431708,0.00030847320242207224,
1045,reit,16,438,125,885,classical,2,-0.018005975646739152,-0.017630635679610724,0.00037533996712842826,
1046,sp500,34,533,125,1391,fiedler,0,-0.01950744540828062,-0.018306433951241628,0.0012010114570389918,
1046,sp500,34,533,125,1391,fiedler,1,-0.01950744540828062,-0.018641028267996653,0.0008664171402839663,
1046,sp500,34,533,125,1391,fiedler,2,-0.01950744540828062,-0.018320683253696984,0.001186762154583635,
1046,sp500,34,533,125,1391,classical,0,-0.01796250450255043,-0.017684186043875557,0.000278318458674872,
1046,sp500,34,533,125,1391,classical,1,-0.01796250450255043,-0.01808189602225167,-0.00011939151970124032,
1046,sp500,34,533,125,1391,classical,2,-0.01796250450255043,-0.018172809082031248,-0.00021030457948081893,
1047,sp500,35,525,125,1991,fiedler,0,-0.013323850292135522,-0.012602556797572547,0.0007212934945629752,
1047,sp500,35,525,125,1991,fiedler,1,-0.013323850292135522,-0.012995920636858258,0.0003279296552772641,
1047,sp500,35,525,125,1991,fiedler,2,-0.013323850292135522,-0.013024633091517857,0.00029921720061766577,
1047,sp500,35,525,125,1991,classical,0,-0.012823197043159004,-0.012466974269321987,0.0003562227738370168,
1047,sp500,35,525,125,1991,classical,1,-0.012823197043159004,-0.012619441327776228,0.0002037557153827755,
1047,sp500,35,525,125,1991,classical,2,-0.012823197043159004,-0.012958894391741072,-0.00013569734858206832,
1048,reit,21,591,125,1804,fiedler,0,-0.06606864854661927,-0.056732439038039276,0.009336209508579996,
1048,reit,21,591,125,1804,fiedler,1,-0.06606864854661927,-0.06336207722308139,0.002706571323537882,
1048,reit,21,591,125,1804,fiedler,2,-0.06606864854661927,-0.06360126419414762,0.002467384352471652,
1048,reit,21,591,125,1804,classical,0,-0.05981154677048935,-0.04903480948546398,0.010776737285025373,
1048,reit,21,591,125,1804,classical,1,-0.05981154677048935,-0.05844442631945913,0.0013671204510302196,
1048,reit,21,591,125,1804,classical,2,-0.05981154677048935,-0.059825298266142794,-1.3751495653441248e-05,
1049,sp500,25,496,125,967,fiedler,0,-0.08670201989379576,-0.08283971320452009,0.003862306689275674,
1049,sp500,25,496,125,967,fiedler,1,-0.08670201989379576,-0.0829341170915876,0.0037679028022081645,
1049,sp500,25,496,125,967,fiedler,2,-0.08670201989379576,-0.08297005119105749,0.0037319687027382725,
1049,sp500,25,496,125,967,classical,0,-0.08317884526026946,-0.07995479643031529,0.003224048829954168,
1049,sp500,25,496,125,967,classical,1,-0.08317884526026946,-0.08050797877720425,0.002670866483065207,
1049,sp500,25,496,125,967,classical,2,-0.08317884526026946,-0.08180146254185268,0.0013773827184167808,
1050,sp500,24,553,125,657,fiedler,0,-0.020200725644288424,-0.01992963189697266,0.00027109374731576485,
1050,sp500,24,553,125,657,fiedler,1,-0.020200725644288424,-0.020149249851771765,5.147579251665868e-05,
1050,sp500,24,553,125,657,fiedler,2,-0.020200725644288424,-0.020275913984026228,-7.51883397378042e-05,
1050,sp500,24,553,125,657,classical,0,-0.020423996626358347,-0.02006270911516462,0.00036128751119372804,
1050,sp500,24,553,125,657,classical,1,-0.020423996626358347,-0.020177432355608257,0.0002465642707500902,
1050,sp500,24,553,125,657,classical,2,-0.020423996626358347,-0.020162315638950896,0.0002616809874074512,
1051,sp500,17,411,125,2068,fiedler,0,-0.014875211015023163,-0.014322012355259487,0.0005531986597636755,
1051,sp500,17,411,125,2068,fiedler,1,-0.014875211015023163,-0.014697671491350447,0.00017753952367271543,
1051,sp500,17,411,125,2068,fiedler,2,-0.014875211015023163,-0.014802869088309153,7.234192671400942e-05,
1051,sp500,17,411,125,2068,classical,0,-0.01446045627967014,-0.01426755517578125,0.00019290110388888934,
1051,sp500,17,411,125,2068,classical,1,-0.01446045627967014,-0.014688115679059711,-0.0002276593993895716,
1051,sp500,17,411,125,2068,classical,2,-0.01446045627967014,-0.014814190909249443,-0.00035373462957930327,
1052,sp500,40,655,125,1383,fiedler,0,-0.031084920333113258,-0.03075086749267578,0.0003340528404374779,
1052,sp500,40,655,125,1383,fiedler,1,-0.031084920333113258,-0.03232396920340402,-0.0012390488702907591,
1052,sp500,40,655,125,1383,fiedler,2,-0.031084920333113258,-0.03164162715366909,-0.0005567068205558322,
1052,sp500,40,655,125,1383,classical,0,-0.02982334925739703,-0.029898708722795757,-7.535946539872704e-05,
1052,sp500,40,655,125,1383,classical,1,-0.02982334925739703,-0.03149400005231585,-0.0016706507949188175,
1052,sp500,40,655,125,1383,classical,2,-0.02982334925739703,-0.03134917411586217,-0.0015258248584651378,
1053,reit,21,510,125,1902,fiedler,0,-0.04080705222468617,-0.03523340831830951,0.005573643906376657,
1053,reit,21,510,125,1902,fiedler,1,-0.04080705222468617,-0.041588412827246006,-0.0007813606025598371,
1053,reit,21,510,125,1902,fiedler,2,-0.04080705222468617,-0.042173587762108514,-0.0013665355374223448,
1053,reit,21,510,125,1902,classical,0,-0.04059256869646257,-0.03648537745842858,0.0041071912380339914,
1053,reit,21,510,125,1902,classical,1,-0.04059256869646257,-0.04241446062537645,-0.0018218919289138824,
1053,reit,21,510,125,1902,classical,2,-0.04059256869646257,-0.04351533240916049,-0.0029227637126979164,
1054,sp500,27,384,125,2149,fiedler,0,-0.011648229781142735,-0.010869961007254464,0.0007782687738882715,
1054,sp500,27,384,125,2149,fiedler,1,-0.011648229781142735,-0.011138891941615511,0.0005093378395272241,
1054,sp500,27,384,125,2149,fiedler,2,-0.011648229781142735,-0.011280486511230469,0.0003677432699122664,
1054,sp500,27,384,125,2149,classical,0,-0.011201284364509486,-0.01037629100690569,0.0008249933576037951,
1054,sp500,27,384,125,2149,classical,1,-0.011201284364509486,-0.010730062151227678,0.00047122221328180745,
1054,sp500,27,384,125,2149,classical,2,-0.011201284364509486,-0.010873885236467633,0.0003273991280418522,
1055,sp500,38,389,125,1395,fiedler,0,-0.017061575134490685,-0.01642857008579799,0.0006330050486926947,
1055,sp500,38,389,125,1395,fiedler,1,-0.017061575134490685,-0.01752942752511161,-0.00046785239062092573,
1055,sp500,38,389,125,1395,fiedler,2,-0.017061575134490685,-0.017546333156040737,-0.00048475802155005174,
1055,sp500,38,389,125,1395,classical,0,-0.016797409416159276,-0.01609881193324498,0.0006985974829142975,
1055,sp500,38,389,125,1395,classical,1,-0.016797409416159276,-0.01732731582205636,-0.0005299064058970834,
1055,sp500,38,389,125,1395,classical,2,-0.016797409416159276,-0.017578879307338167,-0.000781469891178891,
1056,reit,22,581,125,469,fiedler,0,-0.03280305689508468,-0.03204233373114167,0.0007607231639430098,
1056,reit,22,581,125,469,fiedler,1,-0.03280305689508468,-0.03176922929854146,0.0010338275965432187,
1056,reit,22,581,125,469,fiedler,2,-0.03280305689508468,-0.03171447521517955,0.0010885816799051304,
1056,reit,22,581,125,469,classical,0,-0.03317068873281409,-0.032998288679933416,0.00017240005288067517,
1056,reit,22,581,125,469,classical,1,-0.03317068873281409,-0.03265292385005203,0.0005177648827620618,
1056,reit,22,581,125,469,classical,2,-0.03317068873281409,-0.03266519666175137,0.0005054920710627214,
1057,sp500,40,270,125,898,fiedler,0,-0.024580327907883785,-0.024643480616978238,-6.315270909445364e-05,
1057,sp500,40,270,125,898,fiedler,1,-0.024580327907883785,-0.0246565652117048,-7.623730382101679e-05,
1057,sp500,40,270,125,898,fiedler,2,-0.024580327907883785,-0.02474399404471261,-0.00016366613682882586,
1057,sp500,40,270,125,898,classical,0,-0.02440803290239154,-0.02502841394042969,-0.0006203810380381487,
1057,sp500,40,270,125,898,classical,1,-0.02440803290239154,-0.02484930358886719,-0.0004412706864756512,
1057,sp500,40,270,125,898,classical,2,-0.02440803290239154,-0.02472607297188895,-0.0003180400694974099,
1058,reit,14,262,125,4086,fiedler,0,-0.01927277688228516,-0.019257674809535396,1.5102072749764023e-05,
1058,reit,14,262,125,4086,fiedler,1,-0.01927277688228516,-0.01937383296463387,-0.00010105608234870986,
1058,reit,14,262,125,4086,fiedler,2,-0.01927277688228516,-0.01950293274171328,-0.00023015585942812167,
1058,reit,14,262,125,4086,classical,0,-0.019693608913568528,-0.02007649042453003,-0.00038288151096150386,
1058,reit,14,262,125,4086,classical,1,-0.019693608913568528,-0.019883273308488995,-0.00018966439492046697,
1058,reit,14,262,125,4086,classical,2,-0.019693608913568528,-0.019613157473331744,8.045144023678327e-05,
1059,sp500,22,261,125,2248,fiedler,0,-0.01239844633304087,-0.012268251839773994,0.0001301944932668754,
1059,sp500,22,261,125,2248,fiedler,1,-0.01239844633304087,-0.012265091387067521,0.00013335494597334872,
1059,sp500,22,261,125,2248,fiedler,2,-0.01239844633304087,-0.012347910888671874,5.053544436899558e-05,
1059,sp500,22,261,125,2248,classical,0,-0.012569041667655882,-0.012831302167619978,-0.00026226049996409644,
1059,sp500,22,261,125,2248,classical,1,-0.012569041667655882,-0.012751255911690847,-0.00018221424403496583,
1059,sp500,22,261,125,2248,classical,2,-0.012569041667655882,-0.01275044967215402,-0.00018140800449813893,
1060,sp500,27,309,125,2210,fiedler,0,-0.014877976884156981,-0.014324355756487165,0.0005536211276698164,
1060,sp500,27,309,125,2210,fiedler,1,-0.014877976884156981,-0.014476999973842077,0.0004009769103149041,
1060,sp500,27,309,125,2210,fiedler,2,-0.014877976884156981,-0.014565192871093749,0.00031278401306323277,
1060,sp500,27,309,125,2210,classical,0,-0.014335812040967288,-0.013823498011997767,0.000512314028969521,
1060,sp500,27,309,125,2210,classical,1,-0.014335812040967288,-0.014089502982003349,0.00024630905896393974,
1060,sp500,27,309,125,2210,classical,2,-0.014335812040967288,-0.014072817330496654,0.0002629947104706345,
1061,reit,18,384,125,2914,fiedler,0,-0.015096193717171124,-0.015455805585927173,-0.000359611868756049,
1061,reit,18,384,125,2914,fiedler,1,-0.015096193717171124,-0.016967155976022254,-0.00187096225885113,
1061,reit,18,384,125,2914,fiedler,2,-0.015096193717171124,-0.01650692379731302,-0.0014107300801418973,
1061,reit,18,384,125,2914,classical,0,-0.015309186211578642,-0.0162524090519689,-0.0009432228403902579,
1061,reit,18,384,125,2914,classical,1,-0.015309186211578642,-0.01722933372736607,-0.0019201475157874272,
1061,reit,18,384,125,2914,classical,2,-0.015309186211578642,-0.01669994628211743,-0.001390760070538788,
1062,reit,22,706,125,1846,fiedler,0,-0.02273632530694719,-0.025431041952111436,-0.0026947166451642447,
1062,reit,22,706,125,1846,fiedler,1,-0.02273632530694719,-0.026141939060236603,-0.003405613753289412,
1062,reit,22,706,125,1846,fiedler,2,-0.02273632530694719,-0.025450624164638298,-0.002714298857691106,
1062,reit,22,706,125,1846,classical,0,-0.02426498353629955,-0.027719197666807794,-0.0034542141305082437,
1062,reit,22,706,125,1846,classical,1,-0.02426498353629955,-0.028120720660220345,-0.003855737123920795,
1062,reit,22,706,125,1846,classical,2,-0.02426498353629955,-0.02770062931128231,-0.0034356457749827596,
1063,sp500,31,522,125,1483,fiedler,0,-0.03013627247398405,-0.029804624189104352,0.0003316482848796966,
1063,sp500,31,522,125,1483,fiedler,1,-0.03013627247398405,-0.030578804295131136,-0.0004425318211470873,
1063,sp500,31,522,125,1483,fiedler,2,-0.03013627247398405,-0.030906233616420198,-0.0007699611424361492,
1063,sp500,31,522,125,1483,classical,0,-0.030139151814588684,-0.02956392410714286,0.0005752277074458252,
1063,sp500,31,522,125,1483,classical,1,-0.030139151814588684,-0.030697797694614955,-0.0005586458800262706,
1063,sp500,31,522,125,1483,classical,2,-0.030139151814588684,-0.03098742905970982,-0.0008482772451211366,
1064,reit,13,517,125,1674,fiedler,0,-0.11791806590196967,-0.10559062641121973,0.012327439490749936,
1064,reit,13,517,125,1674,fiedler,1,-0.11791806590196967,-0.1075760128858314,0.010342053016138261,
1064,reit,13,517,125,1674,fiedler,2,-0.11791806590196967,-0.1076789328596226,0.010239133042347068,
1064,reit,13,517,125,1674,classical,0,-0.11440039970411053,-0.1021746218045881,0.012225777899522436,
1064,reit,13,517,125,1674,classical,1,-0.11440039970411053,-0.10530956994831835,0.009090829755792187,
1064,reit,13,517,125,1674,classical,2,-0.11440039970411053,-0.10690757475128475,0.007492824952825786,
1065,sp500,13,547,125,1415,fiedler,0,-0.01571770346977019,-0.016491004342215402,-0.0007733008724452109,
1065,sp500,13,547,125,1415,fiedler,1,-0.01571770346977019,-0.01657832781982422,-0.0008606243500540282,
1065,sp500,13,547,125,1415,fiedler,2,-0.01571770346977019,-0.0167033119594029,-0.0009856084896327083,
1065,sp500,13,547,125,1415,classical,0,-0.016513822584546863,-0.018101719133649555,-0.0015878965491026922,
1065,sp500,13,547,125,1415,classical,1,-0.016513822584546863,-0.01790460906982422,-0.001390786485277358,
1065,sp500,13,547,125,1415,classical,2,-0.016513822584546863,-0.017697322858537947,-0.0011835002739910838,
1066,reit,22,527,125,2841,fiedler,0,-0.018239246332344018,-0.017343942944210728,0.0008953033881332895,
1066,reit,22,527,125,2841,fiedler,1,-0.018239246332344018,-0.016959849258831063,0.0012793970735129542,
1066,reit,22,527,125,2841,fiedler,2,-0.018239246332344018,-0.01698511087407985,0.0012541354582641662,
1066,reit,22,527,125,2841,classical,0,-0.017442414158112197,-0.01680341374459097,0.0006390004135212284,
1066,reit,22,527,125,2841,classical,1,-0.017442414158112197,-0.016636145263177728,0.0008062688949344692,
1066,reit,22,527,125,2841,classical,2,-0.017442414158112197,-0.016716474421299976,0.0007259397368122207,
1067,reit,17,595,125,4782,fiedler,0,-0.02901073577727718,-0.02764677521394438,0.001363960563332798,
1067,reit,17,595,125,4782,fiedler,1,-0.02901073577727718,-0.028446191898770904,0.0005645438785062754,
1067,reit,17,595,125,4782,fiedler,2,-0.02901073577727718,-0.02896325613892672,4.7479638350458875e-05,
1067,reit,17,595,125,4782,classical,0,-0.029206237952898086,-0.027790520216280916,0.0014157177366171704,
1067,reit,17,595,125,4782,classical,1,-0.029206237952898086,-0.02863193476294224,0.0005743031899558479,
1067,reit,17,595,125,4782,classical,2,-0.029206237952898086,-0.02878075388835855,0.0004254840645395372,
1068,sp500,40,643,125,1493,fiedler,0,-0.023276046742243258,-0.023001106201171875,0.00027494054107138344,
1068,sp500,40,643,125,1493,fiedler,1,-0.023276046742243258,-0.023561717703683035,-0.00028567096143977677,
1068,sp500,40,643,125,1493,fiedler,2,-0.023276046742243258,-0.023057461530412944,0.000218585211830314,
1068,sp500,40,643,125,1493,classical,0,-0.02250570110873875,-0.022897134521484373,-0.00039143341274562246,
1068,sp500,40,643,125,1493,classical,1,-0.02250570110873875,-0.02350949833461216,-0.001003797225873411,
1068,sp500,40,643,125,1493,classical,2,-0.02250570110873875,-0.02326921107700893,-0.0007635099682701783,
1069,sp500,38,345,125,805,fiedler,0,-0.023255888549642872,-0.022447421604701454,0.0008084669449414175,
1069,sp500,38,345,125,805,fiedler,1,-0.023255888549642872,-0.02259131107875279,0.0006645774708900834,
1069,sp500,38,345,125,805,fiedler,2,-0.023255888549642872,-0.022719749258858814,0.000536139290784058,
1069,sp500,38,345,125,805,classical,0,-0.022954271114668634,-0.022552283464704243,0.0004019876499643908,
1069,sp500,38,345,125,805,classical,1,-0.022954271114668634,-0.02261705992780413,0.0003372111868645035,
1069,sp500,38,345,125,805,classical,2,-0.022954271114668634,-0.022749568123953685,0.00020470299071494863,
1070,sp500,19,377,125,1410,fiedler,0,-0.02080347853580086,-0.01906159547642299,0.0017418830593778703,
1070,sp500,19,377,125,1410,fiedler,1,-0.02080347853580086,-0.020304551923479353,0.0004989266123215062,
1070,sp500,19,377,125,1410,fiedler,2,-0.02080347853580086,-0.02056541265869141,0.00023806587710945015,
1070,sp500,19,377,125,1410,classical,0,-0.02088355146567784,-0.019589480111258366,0.0012940713544194737,
1070,sp500,19,377,125,1410,classical,1,-0.02088355146567784,-0.020612524222237725,0.00027102724344011536,
1070,sp500,19,377,125,1410,classical,2,-0.02088355146567784,-0.02090171800013951,-1.816653446166938e-05,
1071,sp500,32,681,125,60,fiedler,0,-0.009339949533396603,-0.008841800493512835,0.000498149039883768,
1071,sp500,32,681,125,60,fiedler,1,-0.009339949533396603,-0.009098231541224888,0.00024171799217171525,
1071,sp500,32,681,125,60,fiedler,2,-0.009339949533396603,-0.009171663103376115,0.0001682864300204881,
1071,sp500,32,681,125,60,classical,0,-0.008761781268128698,-0.008714229945591517,4.7551322537180835e-05,
1071,sp500,32,681,125,60,classical,1,-0.008761781268128698,-0.008855605608258928,-9.382434013023057e-05,
1071,sp500,32,681,125,60,classical,2,-0.008761781268128698,-0.009078452096121651,-0.0003166708279929535,
1072,reit,18,542,125,224,fiedler,0,-0.013480138991612418,-0.01285191646529755,0.0006282225263148679,
1072,reit,18,542,125,224,fiedler,1,-0.013480138991612418,-0.01279032834008644,0.000689810651525978,
1072,reit,18,542,125,224,fiedler,2,-0.013480138991612418,-0.012873630651073291,0.0006065083405391268,
1072,reit,18,542,125,224,classical,0,-0.012731363831822428,-0.012045910937409808,0.0006854528944126199,
1072,reit,18,542,125,224,classical,1,-0.012731363831822428,-0.012118146429144534,0.0006132174026778937,
1072,reit,18,542,125,224,classical,2,-0.012731363831822428,-0.012427846310166467,0.00030351752165596116,
1073,sp500,18,305,125,1747,fiedler,0,-0.03876902759983799,-0.03776059003557478,0.0010084375642632065,
1073,sp500,18,305,125,1747,fiedler,1,-0.03876902759983799,-0.03809091139439174,0.0006781162054462497,
1073,sp500,18,305,125,1747,fiedler,2,-0.03876902759983799,-0.037937541556222094,0.000831486043615895,
1073,sp500,18,305,125,1747,classical,0,-0.038409976305599794,-0.03767682619803292,0.0007331501075668739,
1073,sp500,18,305,125,1747,classical,1,-0.038409976305599794,-0.0378840590297154,0.0005259172758843925,
1073,sp500,18,305,125,1747,classical,2,-0.038409976305599794,-0.037962433593750004,0.0004475427118497896,
1074,reit,16,471,125,3285,fiedler,0,-0.013861865277808834,-0.012992526412501685,0.0008693388653071496,
1074,reit,16,471,125,3285,fiedler,1,-0.013861865277808834,-0.01293814890037323,0.0009237163774356034,
1074,reit,16,471,125,3285,fiedler,2,-0.013861865277808834,-0.01294743967000898,0.0009144256077998538,
1074,reit,16,471,125,3285,classical,0,-0.01333566423949988,-0.012444678926510746,0.000890985312989135,
1074,reit,16,471,125,3285,classical,1,-0.01333566423949988,-0.012494086909333782,0.0008415773301660989,
1074,reit,16,471,125,3285,classical,2,-0.01333566423949988,-0.012665379780993106,0.0006702844585067744,
1075,sp500,38,520,125,1252,fiedler,0,-0.01705125712026752,-0.016611355207170758,0.0004399019130967609,
1075,sp500,38,520,125,1252,fiedler,1,-0.01705125712026752,-0.01718149024309431,-0.00013023312282679084,
1075,sp500,38,520,125,1252,fiedler,2,-0.01705125712026752,-0.017358996259416854,-0.00030773913914933573,
1075,sp500,38,520,125,1252,classical,0,-0.01718071632278297,-0.016842928030831473,0.0003377882919514963,
1075,sp500,38,520,125,1252,classical,1,-0.01718071632278297,-0.017336301862444194,-0.00015558553966122518,
1075,sp500,38,520,125,1252,classical,2,-0.01718071632278297,-0.017375403834751675,-0.00019468751196870596,
1076,reit,22,418,125,538,fiedler,0,-0.012740192714870662,-0.012798564194369904,-5.8371479499242165e-05,
1076,reit,22,418,125,538,fiedler,1,-0.012740192714870662,-0.012844721025139874,-0.00010452831026921267,
1076,reit,22,418,125,538,fiedler,2,-0.012740192714870662,-0.012762985160899949,-2.2792446029287067e-05,
1076,reit,22,418,125,538,classical,0,-0.012539943743088585,-0.012789032239461406,-0.00024908849637282106,
1076,reit,22,418,125,538,classical,1,-0.012539943743088585,-0.01279543980615856,-0.0002554960630699755,
1076,reit,22,418,125,538,classical,2,-0.012539943743088585,-0.012420778137780598,0.00011916560530798696,
1077,sp500,13,391,125,731,fiedler,0,-0.026342868816184615,-0.02638167160470145,-3.8802788516836134e-05,
1077,sp500,13,391,125,731,fiedler,1,-0.026342868816184615,-0.026350352573939733,-7.48375775511817e-06,
1077,sp500,13,391,125,731,fiedler,2,-0.026342868816184615,-0.02599230153111049,0.0003505672850741236,
1077,sp500,13,391,125,731,classical,0,-0.02581553010904921,-0.02575513190569197,6.039820335724047e-05,
1077,sp500,13,391,125,731,classical,1,-0.02581553010904921,-0.025824329746791296,-8.799637742085142e-06,
1077,sp500,13,391,125,731,classical,2,-0.02581553010904921,-0.025975739449637276,-0.00016020934058806613,
1078,sp500,26,479,125,2054,fiedler,0,-0.011790371282724378,-0.012570573242187499,-0.0007802019594631213,
1078,sp500,26,479,125,2054,fiedler,1,-0.011790371282724378,-0.012730722333635602,-0.0009403510509112239,
1078,sp500,26,479,125,2054,fiedler,2,-0.011790371282724378,-0.012399062264578683,-0.0006086909818543047,
1078,sp500,26,479,125,2054,classical,0,-0.011758032607930471,-0.012553704982212612,-0.0007956723742821407,
1078,sp500,26,479,125,2054,classical,1,-0.011758032607930471,-0.012760653355189732,-0.0010026207472592606,
1078,sp500,26,479,125,2054,classical,2,-0.011758032607930471,-0.012613819893973213,-0.0008557872860427418,
1079,reit,12,533,125,2970,fiedler,0,-0.02003968260050507,-0.01855746254118553,0.0014822200593195382,
1079,reit,12,533,125,2970,fiedler,1,-0.02003968260050507,-0.01933785346015752,0.0007018291403475506,
1079,reit,12,533,125,2970,fiedler,2,-0.02003968260050507,-0.019366971500673458,0.0006727110998316112,
